year,month,day,hour,doy,nee,nee_gf,gpp,gpp_gf,sif
2019,11,12,11.25,316,0.31293,0.31293,0.322245,0.322245,0.022574367
2019,11,12,12.25,316,-0.038375,-0.038375,0.697915,0.697915,0.021625649
2019,11,12,13.25,316,-0.284165,-0.284165,0.962635,0.962635,0.034609299
2019,11,12,14.25,316,-0.44268,-0.44268,1.137065,1.137065,0.02467378
2019,11,12,15.25,316,-0.01583,-0.01583,0.734085,0.734085,0.048264092
2019,11,12,16.25,316,0.914005,0.914005,-0.1990535,-0.1990535,
2019,11,12,17.25,316,0.55873,0.55873,0.1275195,0.1275195,
2019,11,12,18.25,316,1.31702,1.31702,-0.6438335,-0.6438335,
2019,11,12,19.25,316,0.3690188,0.3690188,0.2939,0.2939,
2019,11,12,20.25,316,0.98404,0.98404,-0.33211,-0.33211,
2019,11,12,21.25,316,0.258325,0.258325,0.37607,0.37607,
2019,11,12,22.25,316,0.55914,0.55914,0.060323,0.060323,
2019,11,12,23.25,316,1.1126,1.1126,-0.505895,-0.505895,
2019,11,13,0.25,317,0.885315,0.885315,-0.28603825,-0.28603825,
2019,11,13,1.25,317,0.927165,0.927165,-0.3278,-0.3278,
2019,11,13,2.25,317,0.987215,0.987215,-0.38848,-0.38848,
2019,11,13,3.25,317,1.072565,1.072565,-0.474415,-0.474415,
2019,11,13,4.25,317,0.70389,0.70389,-0.1057095,-0.1057095,
2019,11,13,5.25,317,0.784905,0.784905,-0.189078,-0.189078,
2019,11,13,6.25,317,0.628755,0.628755,-0.03325795,-0.03325795,
2019,11,13,7.25,317,0.64029,0.64029,-0.04672,-0.04672,
2019,11,13,8.25,317,0.45929,0.45929,0.13337,0.13337,
2019,11,13,9.25,317,0.260215,0.260215,0.33847,0.33847,
2019,11,13,10.25,317,-0.03833,-0.03833,0.66338,0.66338,0.025506203
2019,11,13,11.25,317,0.3970505,0.3970505,0.257175,0.257175,0.016479582
2019,11,13,12.25,317,0.62979,0.62979,0.033665,0.033665,0.011947693
2019,11,13,13.25,317,0.69518,0.69518,-0.012945,-0.012945,0.002636339
2019,11,13,14.25,317,0.771745,0.771745,-0.097965,-0.097965,-0.00409322
2019,11,13,15.25,317,0.615405,0.615405,0.0572904,0.0572904,0.043028829
2019,11,13,16.25,317,0.66647,0.66647,-0.003375,-0.003375,
2019,11,13,17.25,317,0.552975,0.552975,0.0977285,0.0977285,
2019,11,13,18.25,317,0.661785,0.661785,-0.0221619,-0.0221619,
2019,11,13,19.25,317,0.28074,0.28074,0.353305,0.353305,
2019,11,13,20.25,317,0.36622,0.36622,0.280915,0.280915,
2019,11,13,21.25,317,0.505855,0.505855,0.158485,0.158485,
2019,11,13,22.25,317,0.629465,0.629465,0.05076035,0.05076035,
2019,11,13,23.25,317,0.531775,0.531775,0.15846,0.15846,
2019,11,14,0.25,318,0.46236,0.46236,0.249153,0.249153,
2019,11,14,1.25,318,0.152745,0.152745,0.592615,0.592615,
2019,11,14,2.25,318,1.12575,1.12575,-0.36519,-0.36519,
2019,11,14,3.25,318,0.8163785,0.8163785,-0.069465,-0.069465,
2019,11,14,4.25,318,0.78396,0.78396,-0.0747382,-0.0747382,
2019,11,14,5.25,318,1.19425,1.19425,-0.50355,-0.50355,
2019,11,14,6.25,318,0.0122515,0.0122515,0.66841,0.66841,
2019,11,14,7.25,318,0.473425,0.473425,0.19599365,0.19599365,
2019,11,14,8.25,318,0.1345885,0.1345885,0.526885,0.526885,
2019,11,14,9.25,318,0.213656,0.213656,0.446485,0.446485,
2019,11,14,10.25,318,0.80703,0.80703,-0.13705,-0.13705,0.014623031
2019,11,14,11.25,318,0.37411,0.37411,0.30617,0.30617,0.018729491
2019,11,14,12.25,318,0.18694,0.18694,0.50853,0.50853,-0.000743319
2019,11,14,13.25,318,0.223415,0.223415,0.47992,0.47992,0.026283976
2019,11,14,14.25,318,0.4212,0.4212,0.27043,0.27043,0.021118234
2019,11,14,15.25,318,0.78764,0.78764,-0.10331,-0.10331,0.010895503
2019,11,14,16.25,318,0.52187,0.52187,0.155998,0.155998,
2019,11,14,17.25,318,0.338455,0.338455,0.329809,0.329809,
2019,11,14,18.25,318,0.60761,0.60761,0.0537025,0.0537025,
2019,11,14,19.25,318,0.60513,0.60513,0.051736,0.051736,
2019,11,14,20.25,318,0.60198,0.60198,0.044681,0.044681,
2019,11,14,21.25,318,0.59879,0.59879,0.0344995,0.0344995,
2019,11,14,22.25,318,0.59552,0.59552,0.029227,0.029227,
2019,11,14,23.25,318,0.702775,0.702775,-0.0786925,-0.0786925,
2019,11,15,0.25,319,0.80534,0.80534,-0.176205,-0.176205,
2019,11,15,1.25,319,0.97527,0.97527,-0.34575,-0.34575,
2019,11,15,2.25,319,0.502575,0.502575,0.113557,0.113557,
2019,11,15,3.25,319,0.169485,0.169485,0.444045,0.444045,
2019,11,15,4.25,319,0.4154,0.4154,0.1924385,0.1924385,
2019,11,15,5.25,319,0.1090495,0.1090495,0.49761,0.49761,
2019,11,15,6.25,319,0.324905,0.324905,0.28078,0.28078,
2019,11,15,7.25,319,0.399715,0.399715,0.200175,0.200175,
2019,11,15,8.25,319,0.192996,0.192996,0.41366,0.41366,
2019,11,15,9.25,319,0.100547,0.100547,0.516345,0.516345,
2019,11,15,10.25,319,0.0334505,0.0334505,0.601745,0.601745,0.009121928
2019,11,15,11.25,319,-0.209672,-0.209672,0.868095,0.868095,0.014484938
2019,11,15,12.25,319,0.37776,0.37776,0.293185,0.293185,0.022107432
2019,11,15,13.25,319,-0.194077,-0.194077,0.888145,0.888145,0.03909964
2019,11,15,14.25,319,-0.145592,-0.145592,0.86559,0.86559,0.040937337
2019,11,15,15.25,319,0.319695,0.319695,0.39539,0.39539,0.010920217
2019,11,15,16.25,319,0.150295,0.150295,0.56126,0.56126,
2019,11,15,17.25,319,0.327435,0.327435,0.3858,0.3858,
2019,11,15,18.25,319,0.274865,0.274865,0.43922,0.43922,
2019,11,15,19.25,319,0.17455,0.17455,0.541395,0.541395,
2019,11,15,20.25,319,0.379255,0.379255,0.340015,0.340015,
2019,11,15,21.25,319,0.60908,0.60908,0.11562,0.11562,
2019,11,15,22.25,319,0.61618,0.61618,0.114185,0.114185,
2019,11,15,23.25,319,0.62303,0.62303,0.102045,0.102045,
2019,11,16,0.25,320,0.630125,0.630125,0.0911935,0.0911935,
2019,11,16,1.25,320,,0.59719,,0.12474,
2019,11,16,2.25,320,0.64219,0.634915,0.082964,0.093462,
2019,11,16,3.25,320,0.595295,0.595295,0.1468955,0.1468955,
2019,11,16,4.25,320,0.78657,0.78657,-0.03931,-0.03931,
2019,11,16,5.25,320,0.51896,0.51896,0.22882,0.22882,
2019,11,16,6.25,320,0.579335,0.579335,0.1670665,0.1670665,
2019,11,16,7.25,320,1.13654,1.13654,-0.3921778,-0.3921778,
2019,11,16,8.25,320,0.51468,0.51468,0.228735,0.228735,
2019,11,16,9.25,320,0.433739,0.433739,0.313919,0.313919,
2019,11,16,10.25,320,1.11458,1.11458,-0.36044,-0.36044,0.02663333
2019,11,16,11.25,320,1.26613,1.26613,-0.5061635,-0.5061635,0.014001427
2019,11,16,12.25,320,1.565835,1.565835,-0.804544,-0.804544,0.011996398
2019,11,16,13.25,320,1.17489,1.17489,-0.414169,-0.414169,0.008551121
2019,11,16,14.25,320,0.554225,0.554225,0.2078445,0.2078445,0.006576767
2019,11,16,15.25,320,1.1473,1.1473,-0.381365,-0.381365,0.00582997
2019,11,16,16.25,320,0.79133,0.79133,-0.02613,-0.02613,
2019,11,16,17.25,320,0.86118,0.86118,-0.090245,-0.090245,
2019,11,16,18.25,320,0.85426,0.85426,-0.078906,-0.078906,
2019,11,16,19.25,320,0.984435,0.984435,-0.211875,-0.211875,
2019,11,16,20.25,320,0.70976,0.70976,0.056921,0.056921,
2019,11,16,21.25,320,0.61428,0.61428,0.145015,0.145015,
2019,11,16,22.25,320,0.83034,0.83034,-0.072173,-0.072173,
2019,11,16,23.25,320,0.63371,0.63371,0.1213665,0.1213665,
2019,11,17,0.25,321,0.437075,0.437075,0.325315,0.325315,
2019,11,17,1.25,321,0.495245,0.495245,0.27525,0.27525,
2019,11,17,2.25,321,0.287125,0.287125,0.480835,0.480835,
2019,11,17,3.25,321,0.54805,0.54805,0.2225235,0.2225235,
2019,11,17,4.25,321,0.654045,0.654045,0.11887,0.11887,
2019,11,17,5.25,321,0.59368,0.59368,0.179335,0.179335,
2019,11,17,6.25,321,0.75052,0.75052,0.02422,0.02422,
2019,11,17,7.25,321,0.688925,0.688925,0.08313915,0.08313915,
2019,11,17,8.25,321,0.53033,0.53033,0.23914,0.23914,
2019,11,17,9.25,321,0.54548,0.54548,0.22413,0.22413,
2019,11,17,10.25,321,0.28503,0.28503,0.48676,0.48676,-0.000268101
2019,11,17,11.25,321,0.32618,0.32618,0.45225,0.45225,0.025785563
2019,11,17,12.25,321,0.256992,0.256992,0.532745,0.532745,0.015894167
2019,11,17,13.25,321,0.26078,0.26078,0.534485,0.534485,0.013015549
2019,11,17,14.25,321,0.289955,0.289955,0.512005,0.512005,0.011467673
2019,11,17,15.25,321,0.56763,0.56763,0.2417665,0.2417665,0.018555858
2019,11,17,16.25,321,0.53396,0.53396,0.2811585,0.2811585,
2019,11,17,17.25,321,1.073905,1.073905,-0.255636,-0.255636,
2019,11,17,18.25,321,0.751485,0.751485,0.069615,0.069615,
2019,11,17,19.25,321,0.60435,0.60435,0.21973,0.21973,
2019,11,17,20.25,321,1.00539,1.00539,-0.179105,-0.179105,
2019,11,17,21.25,321,0.852825,0.852825,-0.0218485,-0.0218485,
2019,11,17,22.25,321,0.81593,0.81593,0.0206985,0.0206985,
2019,11,17,23.25,321,0.81973,0.81973,0.022312,0.022312,
2019,11,18,0.25,322,0.82353,0.82353,0.02651,0.02651,
2019,11,18,1.25,322,1.011345,1.011345,-0.1512155,-0.1512155,
2019,11,18,2.25,322,1.111,1.111,-0.24689,-0.24689,
2019,11,18,3.25,322,1.4195,1.4195,-0.5523,-0.5523,
2019,11,18,4.25,322,1.7381,1.7381,-0.86835,-0.86835,
2019,11,18,5.25,322,0.693125,0.693125,0.177306,0.177306,
2019,11,18,6.25,322,0.726205,0.726205,0.14442,0.14442,
2019,11,18,7.25,322,1.62135,1.62135,-0.74812,-0.74812,
2019,11,18,8.25,322,0.546235,0.546235,0.3278665,0.3278665,
2019,11,18,9.25,322,1.43151,1.43151,-0.554915,-0.554915,
2019,11,18,10.25,322,0.4045415,0.4045415,0.471565,0.471565,0.024760983
2019,11,18,11.25,322,0.67995,0.67995,0.192405,0.192405,0.015936062
2019,11,18,12.25,322,0.27347,0.27347,0.595505,0.595505,0.028368352
2019,11,18,13.25,322,0.16716,0.16716,0.69973,0.69973,0.021019499
2019,11,18,14.25,322,0.34301,0.34301,0.52225,0.52225,0.044145005
2019,11,18,15.25,322,1.34695,1.34695,-0.48329,-0.48329,
2019,11,18,16.25,322,1.96735,1.96735,-1.1082,-1.1082,
2019,11,18,17.25,322,2.1696,2.1696,-1.32202,-1.32202,
2019,11,18,18.25,322,1.588635,1.588635,-0.7500855,-0.7500855,
2019,11,18,19.25,322,1.15643,1.15643,-0.3342885,-0.3342885,
2019,11,18,20.25,322,0.66436,0.66436,0.14009,0.14009,
2019,11,18,21.25,322,1.54985,1.54985,-0.75401,-0.75401,
2019,11,18,22.25,322,1.3568,1.3568,-0.567745,-0.567745,
2019,11,18,23.25,322,1.17168,1.17168,-0.3915,-0.3915,
2019,11,19,0.25,323,0.41331,0.41331,0.34803,0.34803,
2019,11,19,1.25,323,1.3649,1.3649,-0.61057,-0.61057,
2019,11,19,2.25,323,1.3555,1.3555,-0.611995,-0.611995,
2019,11,19,3.25,323,0.488615,0.488615,0.2437,0.2437,
2019,11,19,4.25,323,-0.393059,-0.393059,1.1148,1.1148,
2019,11,19,5.25,323,0.229865,0.229865,0.487875,0.487875,
2019,11,19,6.25,323,0.0349281,0.0349281,0.67794,0.67794,
2019,11,19,7.25,323,0.35681,0.35681,0.349025,0.349025,
2019,11,19,8.25,323,1.79275,1.79275,-1.101005,-1.101005,
2019,11,19,9.25,323,0.34917,0.34917,0.331465,0.331465,
2019,11,19,10.25,323,0.85787,0.85787,-0.186106,-0.186106,
2019,11,19,11.25,323,0.182777,0.182777,0.48535,0.48535,
2019,11,19,12.25,323,0.68141,0.68141,-0.013675,-0.013675,
2019,11,19,13.25,323,0.92715,0.92715,-0.2585,-0.2585,
2019,11,19,14.25,323,0.862595,0.862595,-0.19226,-0.19226,
2019,11,19,15.25,323,0.67465,0.67465,-0.007993,-0.007993,
2019,11,19,16.25,323,0.90766,0.90766,-0.2524485,-0.2524485,
2019,11,19,17.25,323,0.290985,0.290985,0.35563,0.35563,
2019,11,19,18.25,323,0.55547,0.55547,0.0929295,0.0929295,
2019,11,19,19.25,323,1.0484,1.0484,-0.414675,-0.414675,
2019,11,19,20.25,323,0.31243,0.31243,0.30354,0.30354,
2019,11,19,21.25,323,0.612635,0.612635,-0.007372,-0.007372,
2019,11,19,22.25,323,1.08148,1.08148,-0.4848815,-0.4848815,
2019,11,19,23.25,323,0.488745,0.488745,0.091684,0.091684,
2019,11,20,0.25,324,0.1130135,0.1130135,0.456645,0.456645,
2019,11,20,1.25,324,0.11038485,0.11038485,0.449545,0.449545,
2019,11,20,2.25,324,0.81009,0.81009,-0.255925,-0.255925,
2019,11,20,3.25,324,0.653595,0.653595,-0.113248,-0.113248,
2019,11,20,4.25,324,0.49443,0.49443,0.03897795,0.03897795,
2019,11,20,5.25,324,1.107,1.107,-0.596355,-0.596355,
2019,11,20,6.25,324,0.608605,0.608605,-0.1181535,-0.1181535,
2019,11,20,7.25,324,0.40093,0.40093,0.0758085,0.0758085,
2019,11,20,8.25,324,0.58497,0.58497,-0.1134675,-0.1134675,
2019,11,20,9.25,324,0.198705,0.198705,0.274595,0.274595,
2019,11,20,10.25,324,0.212475,0.212475,0.26775,0.26775,
2019,11,20,11.25,324,-0.0874265,-0.0874265,0.579165,0.579165,
2019,11,20,12.25,324,-0.557945,-0.557945,1.0804,1.0804,
2019,11,20,13.25,324,-0.1544955,-0.1544955,0.707525,0.707525,
2019,11,20,14.25,324,0.10204,0.10204,0.479105,0.479105,
2019,11,20,15.25,324,0.053137,0.053137,0.530155,0.530155,
2019,11,20,16.25,324,0.148395,0.148395,0.43303,0.43303,
2019,11,20,17.25,324,,0.51373,,0.052671,
2019,11,20,18.25,324,,0.485565,,0.0729355,
2019,11,20,19.25,324,,0.517225,,0.0273375,
2019,11,20,20.25,324,,0.517225,,0.028432,
2019,11,20,21.25,324,,0.49517,,0.0482815,
2019,11,20,22.25,324,0.69688,0.61451,-0.15785,-0.08114955,
2019,11,20,23.25,324,,0.5335,,0.0193403,
2019,11,21,0.25,325,0.67045,0.598585,-0.089367,-0.015577,
2019,11,21,1.25,325,,0.51801,,0.067705,
2019,11,21,2.25,325,,0.520365,,0.0856825,
2019,11,21,3.25,325,,0.529885,,0.0904585,
2019,11,21,4.25,325,0.6396,0.592,-0.0058153,0.03961535,
2019,11,21,5.25,325,0.63731,0.59012,-0.013286,0.0400045,
2019,11,21,6.25,325,0.63197,0.63197,0.032019,0.032019,
2019,11,21,7.25,325,0.62856,0.62856,0.0568955,0.0568955,
2019,11,21,8.25,325,0.3108647,0.3108647,0.383482,0.383482,
2019,11,21,9.25,325,0.0249455,0.0249455,0.676475,0.676475,
2019,11,21,10.25,325,0.39765,0.39765,0.330035,0.330035,
2019,11,21,11.25,325,1.151135,1.151135,-0.378655,-0.378655,
2019,11,21,12.25,325,0.45171,0.45171,0.3565015,0.3565015,
2019,11,21,13.25,325,0.7244,0.7244,0.112265,0.112265,
2019,11,21,14.25,325,0.56626,0.56626,0.286355,0.286355,
2019,11,21,15.25,325,0.695155,0.695155,0.151255,0.151255,0.081910519
2019,11,21,16.25,325,0.33858,0.33858,0.49476,0.49476,
2019,11,21,17.25,325,0.2709905,0.2709905,0.546365,0.546365,
2019,11,21,18.25,325,0.44648,0.44648,0.36101,0.36101,
2019,11,21,19.25,325,0.3552,0.3552,0.4505,0.4505,
2019,11,21,20.25,325,0.35696,0.35696,0.44637,0.44637,
2019,11,21,21.25,325,0.208935,0.208935,0.5898,0.5898,
2019,11,21,22.25,325,0.202805,0.202805,0.590755,0.590755,
2019,11,21,23.25,325,0.50894,0.50894,0.2768805,0.2768805,
2019,11,22,0.25,326,0.709325,0.709325,0.067695705,0.067695705,
2019,11,22,1.25,326,0.97799,0.97799,-0.2092905,-0.2092905,
2019,11,22,2.25,326,0.784805,0.784805,-0.01792,-0.01792,
2019,11,22,3.25,326,0.596375,0.596375,0.164845,0.164845,
2019,11,22,4.25,326,0.407955,0.407955,0.345745,0.345745,
2019,11,22,5.25,326,0.465295,0.465295,0.286059,0.286059,
2019,11,22,6.25,326,0.6689,0.6689,0.0783025,0.0783025,
2019,11,22,7.25,326,0.67192,0.67192,0.0698295,0.0698295,
2019,11,22,8.25,326,0.86201,0.86201,-0.133126,-0.133126,
2019,11,22,9.25,326,0.56265,0.56265,0.1781265,0.1781265,
2019,11,22,10.25,326,0.647385,0.647385,0.140647,0.140647,-0.028994034
2019,11,22,11.25,326,0.43038,0.43038,0.39934,0.39934,0.039140601
2019,11,22,12.25,326,0.237564,0.237564,0.60917,0.60917,0.02297145
2019,11,22,13.25,326,1.07866,1.07866,-0.206335,-0.206335,0.044154588
2019,11,22,14.25,326,0.564835,0.564835,0.332515,0.332515,0.034935787
2019,11,22,15.25,326,0.614325,0.614325,0.284923,0.284923,0.038929961
2019,11,22,16.25,326,0.58281,0.58281,0.304058,0.304058,
2019,11,22,17.25,326,1.34885,1.34885,-0.48262,-0.48262,
2019,11,22,18.25,326,1.53965,1.53965,-0.68293,-0.68293,
2019,11,22,19.25,326,1.585085,1.585085,-0.732791,-0.732791,
2019,11,22,20.25,326,1.53415,1.53415,-0.691615,-0.691615,
2019,11,22,21.25,326,1.067015,1.067015,-0.2343225,-0.2343225,
2019,11,22,22.25,326,0.705365,0.705365,0.114125,0.114125,
2019,11,22,23.25,326,0.706785,0.706785,0.110215,0.110215,
2019,11,23,0.25,327,0.70768,0.78265,0.10543,0.0295725,
2019,11,23,1.25,327,,0.802615,,-0.0052055,
2019,11,23,2.25,327,0.709145,0.709145,0.078935,0.078935,
2019,11,23,3.25,327,0.70917,0.70917,0.0890025,0.0890025,
2019,11,23,4.25,327,0.850345,0.850345,-0.041637,-0.041637,
2019,11,23,5.25,327,0.70873,0.70873,0.11495,0.11495,
2019,11,23,6.25,327,0.708635,0.708635,0.108425,0.108425,
2019,11,23,7.25,327,0.70891,0.70891,0.10888,0.10888,
2019,11,23,8.25,327,0.69372,0.69372,0.130195,0.130195,
2019,11,23,9.25,327,0.482145,0.482145,0.35272,0.35272,
2019,11,23,10.25,327,0.57239,0.57239,0.281522,0.281522,
2019,11,23,11.25,327,0.83336,0.83336,0.055235,0.055235,0.023151846
2019,11,23,12.25,327,1.06104,1.06104,-0.1455245,-0.1455245,0.02315885
2019,11,23,13.25,327,0.570825,0.570825,0.351485,0.351485,0.033403456
2019,11,23,14.25,327,0.654365,0.654365,0.268205,0.268205,0.015390622
2019,11,23,15.25,327,0.77379,0.77379,0.14291,0.14291,0.066629352
2019,11,23,16.25,327,0.91667,0.91667,-0.0151467,-0.0151467,
2019,11,23,17.25,327,0.76504,0.76504,0.112411,0.112411,
2019,11,23,18.25,327,0.91229,0.91229,-0.0491595,-0.0491595,
2019,11,23,19.25,327,0.74252,0.74252,0.1124685,0.1124685,
2019,11,23,20.25,327,0.725235,0.725235,0.10829,0.10829,
2019,11,23,21.25,327,0.72675,0.837265,0.095094,-0.018488,
2019,11,23,22.25,327,0.728365,0.728365,0.081804,0.081804,
2019,11,23,23.25,327,0.729415,0.729415,0.0718845,0.0718845,
2019,11,24,0.25,328,0.73071,0.73071,0.0564455,0.0564455,
2019,11,24,1.25,328,0.73172,0.73172,0.054877,0.054877,
2019,11,24,2.25,328,0.73288,0.798475,0.05928,-0.0074325,
2019,11,24,3.25,328,,0.856645,,-0.0704705,
2019,11,24,4.25,328,0.73278,0.765125,0.017713,-0.003955,
2019,11,24,5.25,328,,0.728675,,0.0123535,
2019,11,24,6.25,328,,0.737905,,0.006680985,
2019,11,24,7.25,328,0.72983,0.7356,0.019163,0.0154735,
2019,11,24,8.25,328,-0.51865,-0.51865,1.2683985,1.2683985,
2019,11,24,9.25,328,-0.0743285,-0.0743285,0.848625,0.848625,
2019,11,24,10.25,328,0.755485,0.755485,0.031674,0.031674,
2019,11,24,11.25,328,0.77588,0.77588,0.0197225,0.0197225,0.021667751
2019,11,24,12.25,328,0.372785,0.372785,0.42485,0.42485,0.033301463
2019,11,24,13.25,328,0.72496,0.72496,0.07607,0.07607,0.031110779
2019,11,24,14.25,328,0.60355,0.60355,0.191793,0.191793,0.017006643
2019,11,24,15.25,328,0.416885,0.416885,0.37568,0.37568,0.038752906
2019,11,24,16.25,328,0.2738335,0.2738335,0.50604,0.50604,
2019,11,24,17.25,328,0.695935,0.695935,0.070705,0.070705,
2019,11,24,18.25,328,1.3293,1.3293,-0.570725,-0.570725,
2019,11,24,19.25,328,0.86663,0.86663,-0.11440665,-0.11440665,
2019,11,24,20.25,328,0.82361,0.82361,-0.078599,-0.078599,
2019,11,24,21.25,328,0.720565,0.720565,0.007885,0.007885,
2019,11,24,22.25,328,1.097505,1.097505,-0.378265,-0.378265,
2019,11,24,23.25,328,0.656565,0.656565,0.06649,0.06649,
2019,11,25,0.25,329,0.547035,0.547035,0.181265,0.181265,
2019,11,25,1.25,329,0.761585,0.761585,-0.035695,-0.035695,
2019,11,25,2.25,329,0.81957,0.81957,-0.099275,-0.099275,
2019,11,25,3.25,329,0.717105,0.717105,-0.00622,-0.00622,
2019,11,25,4.25,329,0.802395,0.802395,-0.1048805,-0.1048805,
2019,11,25,5.25,329,0.77738,0.77738,-0.085909,-0.085909,
2019,11,25,6.25,329,0.704775,0.704775,-0.031655,-0.031655,
2019,11,25,7.25,329,0.764005,0.764005,-0.1048465,-0.1048465,
2019,11,25,8.25,329,0.2522465,0.2522465,0.394765,0.394765,
2019,11,25,9.25,329,0.79765,0.79765,-0.16225395,-0.16225395,
2019,11,25,10.25,329,0.697525,0.697525,-0.0623745,-0.0623745,
2019,11,25,11.25,329,0.29675,0.29675,0.34122,0.34122,0.021183461
2019,11,25,12.25,329,0.38015,0.38015,0.259997,0.259997,0.024732425
2019,11,25,13.25,329,0.0466,0.0466,0.59614,0.59614,0.033308814
2019,11,25,14.25,329,-0.070176,-0.070176,0.711205,0.711205,0.019408341
2019,11,25,15.25,329,0.291875,0.291875,0.3468,0.3468,0.01530438
2019,11,25,16.25,329,0.644785,0.644785,-0.01353,-0.01353,
2019,11,25,17.25,329,0.64623,0.64623,-0.0200825,-0.0200825,
2019,11,25,18.25,329,0.62749,0.62749,-0.0071295,-0.0071295,
2019,11,25,19.25,329,0.66909,0.66909,-0.0535555,-0.0535555,
2019,11,25,20.25,329,0.667895,0.667895,-0.0564505,-0.0564505,
2019,11,25,21.25,329,0.66695,0.66695,-0.0576635,-0.0576635,
2019,11,25,22.25,329,0.66611,0.66611,-0.0597155,-0.0597155,
2019,11,25,23.25,329,0.881665,0.881665,-0.279364,-0.279364,
2019,11,26,0.25,330,0.66429,0.66429,-0.0647075,-0.0647075,
2019,11,26,1.25,330,0.663365,0.663365,-0.06856,-0.06856,
2019,11,26,2.25,330,0.662575,0.662575,-0.0728325,-0.0728325,
2019,11,26,3.25,330,0.662105,0.662105,-0.07617,-0.07617,
2019,11,26,4.25,330,0.661265,0.661265,-0.080964,-0.080964,
2019,11,26,5.25,330,0.660395,0.660395,-0.0825775,-0.0825775,
2019,11,26,6.25,330,0.65968,0.57544,-0.086938,-0.0008835,
2019,11,26,7.25,330,0.65933,0.56088,-0.089006,0.008782,
2019,11,26,8.25,330,,0.471975,,0.0968675,
2019,11,26,9.25,330,1.026975,1.026975,-0.46391,-0.46391,
2019,11,26,10.25,330,-0.444915,-0.444915,1.012975,1.012975,
2019,11,26,11.25,330,-0.35402,-0.35402,0.92808,0.92808,0.008854914
2019,11,26,12.25,330,0.012639,0.012639,0.564775,0.564775,0.021749713
2019,11,26,13.25,330,0.5355255,0.5355255,0.042145,0.042145,0.012882909
2019,11,26,14.25,330,0.40076,0.40076,0.176556,0.176556,0.029759103
2019,11,26,15.25,330,0.28187,0.28187,0.293255,0.293255,0.004548192
2019,11,26,16.25,330,,0.523575,,0.048429,
2019,11,26,17.25,330,,0.524825,,0.0438835,
2019,11,26,18.25,330,,0.526625,,0.038098,
2019,11,26,19.25,330,0.63854,0.5714,-0.078649,-0.0127285,
2019,11,26,20.25,330,0.634025,0.634025,-0.079884,-0.079884,
2019,11,26,21.25,330,0.63109,0.545025,-0.081099,0.0034345,
2019,11,26,22.25,330,0.62634,0.62634,-0.0824345,-0.0824345,
2019,11,26,23.25,330,0.622555,0.622555,-0.0805085,-0.0805085,
2019,11,27,0.25,331,0.61858,0.61858,-0.0792125,-0.0792125,
2019,11,27,1.25,331,0.614715,0.614715,-0.080457,-0.080457,
2019,11,27,2.25,331,0.61073,0.61073,-0.0800095,-0.0800095,
2019,11,27,3.25,331,0.6067,0.6067,-0.0798485,-0.0798485,
2019,11,27,4.25,331,0.6015,0.526475,-0.079699,-0.003614,
2019,11,27,5.25,331,,0.44658,,0.0720555,
2019,11,27,6.25,331,,0.441365,,0.0731135,
2019,11,27,7.25,331,,0.439315,,0.072259,
2019,11,27,8.25,331,,0.422765,,0.0776675,
2019,11,27,9.25,331,0.172306,0.172306,0.320445,0.320445,
2019,11,27,10.25,331,-0.20116,-0.20116,0.69382,0.69382,
2019,11,27,11.25,331,-0.132795,-0.132795,0.648045,0.648045,0.009285009
2019,11,27,12.25,331,-0.071455,-0.071455,0.5999695,0.5999695,0.038004099
2019,11,27,13.25,331,0.0074695,0.0074695,0.526515,0.526515,0.022658362
2019,11,27,14.25,331,0.120585,0.120585,0.41547,0.41547,0.025668756
2019,11,27,15.25,331,0.396575,0.396575,0.1392875,0.1392875,0.002510668
2019,11,27,16.25,331,0.1553822,0.1553822,0.37293,0.37293,
2019,11,27,17.25,331,0.54998,0.54998,-0.0296605,-0.0296605,
2019,11,27,18.25,331,0.547225,0.547225,-0.0329875,-0.0329875,
2019,11,27,19.25,331,0.54444,0.54444,-0.0372205,-0.0372205,
2019,11,27,20.25,331,0.54132,0.54132,-0.040196,-0.040196,
2019,11,27,21.25,331,0.53821,0.53821,-0.038539,-0.038539,
2019,11,27,22.25,331,0.534815,0.534815,-0.037292,-0.037292,
2019,11,27,23.25,331,0.389665,0.389665,0.105937,0.105937,
2019,11,28,0.25,332,0.441515,0.441515,0.052113,0.052113,
2019,11,28,1.25,332,0.700735,0.700735,-0.208675,-0.208675,
2019,11,28,2.25,332,0.52072,0.52072,-0.031471,-0.031471,
2019,11,28,3.25,332,0.518495,0.518495,-0.0298875,-0.0298875,
2019,11,28,4.25,332,0.51655,0.51655,-0.028697,-0.028697,
2019,11,28,5.25,332,0.482045,0.482045,0.0042885,0.0042885,
2019,11,28,6.25,332,0.41792,0.41792,0.066846,0.066846,
2019,11,28,7.25,332,0.49045,0.49045,-0.0084835,-0.0084835,
2019,11,28,8.25,332,0.20622,0.20622,0.27121,0.27121,
2019,11,28,9.25,332,0.26284626,0.26284626,0.2126905,0.2126905,
2019,11,28,10.25,332,0.080592,0.080592,0.38928,0.38928,
2019,11,28,11.25,332,0.103537,0.103537,0.35601,0.35601,-0.007983947
2019,11,28,12.25,332,0.08640885,0.08640885,0.37689,0.37689,0.005981947
2019,11,28,13.25,332,0.04238,0.04238,0.427885,0.427885,0.013887622
2019,11,28,14.25,332,0.0576975,0.0576975,0.413665,0.413665,0.00403339
