year,month,day,hour,doy,index,tto,tts,psi,LST_Day_1km,Emis_31,Emis_32
2019,1,2,10,2,34.0,-60.0,69.49540535331161,215.07453655778224,-3.8099999999999454,0.98,0.984
2019,1,3,10,3,58.0,-9.0,69.41412664405475,164.03329750906238,1.57000000000005,0.98,0.984
2019,1,17,11,17,395.0,13.0,64.14619776337138,155.9926585686095,-7.449999999999989,0.982,0.984
2019,1,22,11,22,515.0,39.0,63.17789927947304,129.70877220344286,-10.229999999999961,0.982,0.984
2019,1,31,11,31,731.0,31.0,61.08364403804226,137.06757160896083,-16.20999999999998,0.982,0.984
2019,3,7,11,66,1571.0,60.0,49.70911542966546,103.81996682727757,-9.25,0.98,0.984
2019,3,9,11,68,1619.0,51.0,48.96111641956182,112.48657325700344,2.5300000000000296,0.98,0.984
2019,3,16,11,75,1787.0,56.0,46.31165739314383,106.2394122940795,1.5100000000000477,0.98,0.984
2019,4,1,11,91,2171.0,56.0,40.25318691352214,102.92438726017485,2.9500000000000455,0.98,0.984
2019,4,3,11,93,2219.0,46.0,39.51324824305898,112.46612136960053,12.730000000000018,0.98,0.984
2019,4,7,11,97,2315.0,13.0,38.05506067093073,144.52217558428737,13.410000000000025,0.982,0.984
2019,4,15,12,105,2508.0,63.0,33.04928781075597,118.76175153151772,12.970000000000027,0.98,0.982
2019,4,24,10,114,2722.0,-60.0,39.17355702720056,190.84753506337645,13.53000000000003,0.98,0.984
2019,5,6,10,126,3010.0,-37.0,36.3247892931138,163.77740600568922,16.950000000000045,0.982,0.984
2019,5,8,10,128,3058.0,-51.0,35.908629509988145,177.12667137035595,17.110000000000014,0.98,0.984
2019,5,18,11,138,3299.0,2.0,26.214840834449337,144.75145897801227,16.230000000000018,0.982,0.984
2019,6,2,12,153,3660.0,63.0,20.348057646316327,116.79763030257183,16.850000000000023,0.98,0.982
2019,6,4,10,155,3706.0,-64.0,32.08139475505694,183.24359875994156,14.710000000000036,0.98,0.982
2019,6,5,10,156,3730.0,-20.0,32.00499006564724,139.08610001354953,16.630000000000052,0.982,0.984
2019,6,14,10,165,3946.0,-29.0,31.526703037676064,147.0781151029713,18.850000000000023,0.982,0.984
2019,6,22,11,173,4139.0,46.0,22.87091902110864,95.88872390886792,18.610000000000014,0.98,0.984
2019,6,26,11,177,4235.0,13.0,22.941001337272418,129.00529718843976,22.110000000000014,0.982,0.984
2019,6,27,10,178,4258.0,-60.0,31.496883586771922,178.01397055731195,24.33000000000004,0.98,0.984
2019,7,1,11,182,4355.0,39.0,23.15981288132752,103.36457031451096,22.29000000000002,0.982,0.984
2019,7,3,11,184,4403.0,23.0,23.288106514210853,119.57198673327503,26.890000000000043,0.982,0.984
2019,7,7,10,188,4498.0,-20.0,32.00539598794133,139.08693927064957,22.250000000000057,0.98,0.984
2019,7,12,11,193,4619.0,13.0,24.152447257183958,130.91092683755636,25.010000000000048,0.982,0.984
2019,7,14,10,195,4666.0,-9.0,32.6386458645619,129.36463069731616,26.370000000000005,0.982,0.984
2019,7,16,10,197,4714.0,-29.0,32.86175523162061,149.80040934458452,22.33000000000004,0.98,0.984
2019,7,19,11,200,4787.0,23.0,25.145958248881517,122.33613059228395,25.410000000000025,0.982,0.984
2019,7,20,12,201,4812.0,63.0,21.966454195067712,117.08540211413234,17.150000000000034,0.98,0.982
2019,7,29,10,210,5026.0,-60.0,34.767878677412405,184.25609466260403,24.090000000000032,0.98,0.984
2019,7,31,11,212,5075.0,51.0,27.480269349144326,97.29114218641743,25.350000000000023,0.98,0.984
2019,8,4,11,216,5171.0,23.0,28.42654162547759,126.35890381426779,23.83000000000004,0.98,0.984
2019,8,9,11,221,5291.0,46.0,29.719468080966557,104.7174935952323,22.05000000000001,0.98,0.984
2019,8,11,11,223,5339.0,32.0,30.26923517923675,119.26366037228411,19.07000000000005,0.982,0.984
2019,8,15,10,227,5434.0,-9.0,38.40859775033851,138.8146605442781,20.810000000000002,0.982,0.984
2019,8,24,10,236,5650.0,-20.0,40.806362635933255,152.92582125915172,18.49000000000001,0.982,0.984
2019,8,28,10,240,5746.0,-51.0,41.96080658624926,185.30244025136213,21.390000000000043,0.98,0.984
2019,9,3,11,246,5891.0,39.0,37.69764518420648,118.2819963897521,20.150000000000034,0.982,0.984
2019,9,7,11,250,5987.0,2.0,39.14783019179728,156.23479733134226,17.510000000000048,0.982,0.984
2019,9,8,10,251,6010.0,-64.0,45.36380656088979,201.98652259883036,16.010000000000048,0.98,0.982
2019,9,24,10,267,6394.0,-64.0,50.69751160154234,206.88544793260672,16.230000000000018,0.98,0.982
2019,10,26,11,299,7163.0,56.0,57.04574153132195,110.71821684576156,6.770000000000039,0.98,0.984
2019,12,11,11,345,8267.0,63.0,66.352592740031,106.6113031907193,-4.189999999999998,0.992,0.99
2019,12,19,11,353,8459.0,13.0,66.64976175878373,156.69172449635147,-12.369999999999948,0.98,0.984
2019,12,28,11,362,8675.0,2.0,66.46698727859868,167.64234096081827,3.1900000000000546,0.982,0.984
2020,1,1,10,1,10.0,-38.0,69.57054212050544,193.1125922325964,-3.7099999999999795,0.992,0.99
