42325,6,2
42331,6,2
42337,6,2
42343,6,2
42349,6,2
42355,6,2
42361,6,2
42367,6,2
42373,6,2
42379,6,2
42385,6,2
42391,6,2
42397,6,2
42403,6,2
42409,6,2
42415,6,2
42421,6,2
42427,6,2
42433,6,2
42439,6,2
42445,6,2
42451,6,2
42457,6,2
42463,6,2
42469,6,2
42475,6,2
42481,6,2
42487,6,2
42493,6,2
42499,6,2
42505,6,2
42511,6,2
42517,6,2
42523,6,2
42529,6,2
42535,6,2
42541,6,2
42547,6,2
42553,6,2
42559,6,2
42565,6,2
42571,6,2
42577,6,2
42583,6,2
42589,6,2
42595,6,2
42601,6,2
42607,6,2
42613,6,2
42619,6,2
42625,6,2
42631,6,2
42637,6,2
42643,6,2
42649,6,2
42655,6,2
42661,6,2
42667,6,2
42673,6,2
42679,6,2
42685,6,2
42691,6,2
42697,6,2
42703,6,2
42709,6,2
42715,6,2
42721,6,2
42727,6,2
42733,6,2
42739,6,2
42745,6,2
42751,6,2
42757,6,2
42763,6,2
42769,6,2
42775,6,2
42781,6,2
42787,6,2
42793,6,2
42799,6,2
42805,6,2
42811,6,2
42817,6,2
42823,6,2
42829,6,2
42835,6,2
42841,6,2
42847,6,2
42853,6,2
42859,6,2
42865,6,2
42871,6,2
42877,6,2
42883,6,2
42889,6,2
42895,6,2
42901,6,2
42907,6,2
42913,6,2
42919,6,2
42925,6,2
42931,6,2
42937,6,2
42943,6,2
42949,6,2
42955,6,2
42961,6,2
42967,6,2
42973,6,2
42979,6,2
42985,6,2
42991,6,2
42997,6,2
43003,6,2
43009,6,2
43015,6,2
43021,6,2
43027,6,2
43033,6,2
43039,6,2
43045,6,2
43051,6,2
43057,6,2
43063,6,2
43069,6,2
43075,6,2
43081,6,2
43087,6,2
43093,6,2
43099,6,2
43105,6,2
43111,6,2
43117,6,2
43123,6,2
43129,6,2
43135,6,2
43141,6,2
43147,6,2
43153,6,2
43159,6,2
43165,6,2
43171,6,2
43177,6,2
43183,6,2
43189,6,2
43195,6,2
43201,6,2
43207,6,2
43213,6,2
43219,6,2
43225,6,2
43231,6,2
43237,6,2
43243,6,2
43249,6,2
43255,6,2
43261,6,2
43267,6,2
43273,6,2
43279,6,2
43285,6,2
43291,6,2
43297,6,2
43303,6,2
43309,6,2
43315,6,2
43321,6,2
43327,6,2
43333,6,2
43339,6,2
43345,6,2
43351,6,2
43357,6,2
43363,6,2
43369,6,2
43375,6,2
43381,6,2
43387,6,2
43393,6,2
43399,6,2
43405,6,2
43411,6,2
43417,6,2
43423,6,2
43429,6,2
43435,6,2
43441,6,2
43447,6,2
43453,6,2
43459,6,2
43465,6,2
43471,6,2
43477,6,2
43483,6,2
43489,6,2
43495,6,2
43501,6,2
43507,6,2
43513,6,2
43519,6,2
43525,6,2
43531,6,2
43537,6,2
43543,6,2
43549,6,2
43555,6,2
43561,6,2
43567,6,2
43573,6,2
43579,6,2
43585,6,2
43591,6,2
43597,6,2
43603,6,2
43609,6,2
43615,6,2
43621,6,2
43627,6,2
43633,6,2
43639,6,2
43645,6,2
43651,6,2
43657,6,2
43663,6,2
43669,6,2
43675,6,2
43681,6,2
43687,6,2
43693,6,2
43699,6,2
43705,6,2
43711,6,2
43717,6,2
43723,6,2
43729,6,2
43735,6,2
43741,6,2
43747,6,2
43753,6,2
43759,6,2
43765,6,2
43771,6,2
43777,6,2
43783,6,2
43789,6,2
43795,6,2
43801,6,2
43807,6,2
43813,6,2
43819,6,2
43825,6,2
43831,6,2
43837,6,2
43843,6,2
43849,6,2
43855,6,2
43861,6,2
43867,6,2
43873,6,2
43879,6,2
43885,6,2
43891,6,2
43897,6,2
43903,6,2
43909,6,2
43915,6,2
43921,6,2
43927,6,2
43933,6,2
43939,6,2
43945,6,2
43951,6,2
43957,6,2
43963,6,2
43969,6,2
43975,6,2
43981,6,2
43987,6,2
43993,6,2
43999,6,2
44005,6,2
44011,6,2
44017,6,2
44023,6,2
44029,6,2
44035,6,2
44041,6,2
44047,6,2
44053,6,2
44059,6,2
44065,6,2
44071,6,2
44077,6,2
44083,6,2
44089,6,2
44095,6,2
44101,6,2
44107,6,2
44113,6,2
44119,6,2
44125,6,2
44131,6,2
44137,6,2
44143,6,2
44149,6,2
44155,6,2
44161,6,2
