year,month,day,hour,doy,nee,nee_gf,gpp,gpp_gf,sif,TA,VPD,SW,PAR_up,wds,precip
2019,1,1,0.25,1,,0.43974,,-0.30297,,-25.6455,0.150755,0,0,2.6774,0
2019,1,1,1.25,1,,0.37279,,-0.23604,,-25.393,0.153875,0,0,2.9121,0.045
2019,1,1,2.25,1,,0.32784,,-0.172235,,-25.1635,0.15205,0,0,2.6573,0.0983333
2019,1,1,3.25,1,,0.371015,,-0.2125,,-23.905,0.16314,0,0,2.3419,0
2019,1,1,4.25,1,,0.37039,,-0.20395,,-24.0205,0.16066,0,0,1.9034,0
2019,1,1,5.25,1,,0.381015,,-0.210455,,-23.4225,0.16499,0,0,2.3813,0
2019,1,1,6.25,1,,0.386845,,-0.205235,,-23.0555,0.16469,0,0,3.1028,0
2019,1,1,7.25,1,,0.374695,,-0.184945,,-22.3495,0.17006,0,0,2.6186,0
2019,1,1,8.25,1,,0.352115,,-0.152905,,-21.93,0.171965,0,0,2.6811,0
2019,1,1,9.25,1,,0.3588,,-0.138785,,-21.0465,0.173805,1.2489402,0.311567772,3.26475,0
2019,1,1,10.25,1,,0.35199,,-0.11916,,-19.7585,0.18258,7.0678907,2.72241663,3.677575,0.0233333
2019,1,1,11.25,1,,0.320975,,-0.070886,0.013983885,-18.989,0.18254,25.2071155,9.94552337,4.21585,0.92
2019,1,1,12.25,1,,0.318495,,-0.0485675,0.009793016,-17.7535,0.18494,50.1065495,20.36247837,4.7651,0.275
2019,1,1,13.25,1,,0.31268,,-0.02301,0.016804459,-16.575,0.187715,50.8409835,21.19617196,4.1766,0.905
2019,1,1,14.25,1,,0.33304,,-0.020212,0.006098696,-15.113,0.186875,76.7619175,30.72247391,4.0964,0
2019,1,1,15.25,1,,0.342635,,-0.01738745,0.007209831,-13.8765,0.190205,29.6843515,12.58258076,3.6193,0.04
2019,1,1,16.25,1,,0.33956,,-0.003155,,-13.2135,0.18788,11.8658856,5.170078804,3.631,0.295
2019,1,1,17.25,1,,0.363025,,-0.006375365,,-12.259,0.180595,1.28234315,0.529832152,3.6642,0.385
2019,1,1,18.25,1,,0.381595,,0.01004105,,-10.17025,0.161495,0,0,4.44555,0.1
2019,1,1,19.25,1,,0.40127,,0.0088166,,-8.12445,0.15116,0,0,4.3912,0.11
2019,1,1,20.25,1,,0.40034,,0.020929,,-7.13005,0.139265,0,0,4.249,0.07
2019,1,1,21.25,1,,0.4021,,0.0252235,,-6.5553,0.13316,0,0,3.58595,0
2019,1,1,22.25,1,,0.403905,,0.0346665,,-5.8703,0.116865,0,0,3.79965,0.0966667
2019,1,1,23.25,1,,0.3596,,0.0859675,,-5.09765,0.1073,0,0,3.35525,0
2019,1,2,0.25,2,,0.374035,,0.0716345,,-4.82915,0.102025,0,0,4.3479,0
2019,1,2,1.25,2,,0.37567,,0.063078,,-5.1022,0.109385,0,0,4.69985,0
2019,1,2,2.25,2,,0.39481,,0.0405455,,-5.61235,0.11503,0,0,4.5572,0
2019,1,2,3.25,2,,0.393045,,0.039695,,-5.7584,0.118055,0,0,4.6467,0
2019,1,2,4.25,2,,0.392015,,0.033378,,-6.13955,0.12743,0,0,3.62,0
2019,1,2,5.25,2,,0.38156,,0.041331,,-6.62275,0.131705,0,0,2.7802,0
2019,1,2,6.25,2,,0.37836,,0.044848,,-6.62245,0.13167,0,0,2.463,0
2019,1,2,7.25,2,,0.372645,,0.0525745,,-6.5602,0.12979,0,0,2.30895,0
2019,1,2,8.25,2,,0.34785,,0.0798525,,-6.308,0.12509,0,0,2.08925,0
2019,1,2,9.25,2,,0.344255,,0.076785,,-6.55225,0.134495,0.79422315,0.827504859,2.50165,0
2019,1,2,10.25,2,,0.347975,,0.076392,,-6.7509,0.12653,32.648476,11.94492283,3.2797,0
2019,1,2,11.25,2,,0.33622,,0.0990205,-0.009224979,-6.09795,0.11367,34.465848,13.98100978,3.35075,0
2019,1,2,12.25,2,,0.32686,,0.120985,0.017538931,-5.2527,0.101726,49.321221,20.81981359,3.01595,0
2019,1,2,13.25,2,,0.315185,,0.148475,0.031615998,-4.0536,0.0816455,125.564095,50.55731304,2.66075,0
2019,1,2,14.25,2,,0.333255,,0.141385,0.020547757,-3.05595,0.0661145,114.8179665,45.4084,3.9774,0
2019,1,2,15.25,2,,0.33957,,0.14693,0.025661755,-2.0437,0.051671,113.772841,43.92470435,3.4349,0
2019,1,2,16.25,2,,0.33894,,0.16098,,-0.94684,0.047978,69.035712,21.39579185,3.5349,0
2019,1,2,17.25,2,,0.40218,,0.0985875,,-0.330635,0.0767855,2.8546202,1.162896196,3.8068,0
2019,1,2,18.25,2,,0.40757,,0.090345,,-0.50087,0.0839175,0,0,4.64615,0
2019,1,2,19.25,2,,0.403835,,0.092242,,-0.723065,0.067062,0,0,3.98925,0
2019,1,2,20.25,2,,0.40674,,0.091192,,-0.622795,0.0848185,0,0,3.82255,0
2019,1,2,21.25,2,,0.41675,,0.079817,,-0.807135,0.08036,0,0,3.34145,0
2019,1,2,22.25,2,,0.43546,,0.0664505,,-0.46928,0.086926,0,0,3.62085,0
2019,1,2,23.25,2,,0.43483,,0.069365,,-0.21034,0.0807105,0,0,2.9229,0
2019,1,3,0.25,3,,0.442915,,0.057061,,-0.081745,0.0979725,0,0,2.86425,0
2019,1,3,1.25,3,,0.44851,,0.0575335,,-0.46001,0.0759765,0,0,3.39695,0
2019,1,3,2.25,3,,0.41944,,0.0910115,,0.518455,0.249125,0,0,3.64365,0
2019,1,3,3.25,3,,0.40554,,0.089265,,-0.04597,0.185245,0,0,3.0792,0
2019,1,3,4.25,3,,0.423565,,0.0688545,,-1.2552,0.0184815,0,0,2.75425,0
2019,1,3,5.25,3,,0.40654,,0.08733,,-0.97061,0.060887,0,0,2.75235,0
2019,1,3,6.25,3,,0.42334,,0.0682465,,-1.039565,0.0672365,0,0,3.3643,0
2019,1,3,7.25,3,,0.409835,,0.0840285,,-1.001825,0.084869,0,0,3.57455,0
2019,1,3,8.25,3,,0.35696,,0.133385,,-1.1479,0.069279,0,0,3.35695,0
2019,1,3,9.25,3,,0.359465,,0.13023,,-1.2982,0.1352975,1.9584902,0.699867467,4.20755,0
2019,1,3,10.25,3,,0.342845,,0.14811,,-1.37215,0.169335,29.244181,10.41151761,4.2657,0
2019,1,3,11.25,3,,0.338255,,0.16075,0.008466481,-0.956385,0.246435,85.832281,31.22521315,4.0857,0
2019,1,3,12.25,3,,0.32944,,0.183605,0.032415873,0.185375,0.45968,219.14048,76.3588,4.75065,0
2019,1,3,13.25,3,,0.31636,,0.196015,0.029401009,0.71727,0.636445,154.722682,53.91858261,4.5044,0
2019,1,3,14.25,3,,0.33292,,0.17843,0.016995063,0.62347,0.743675,178.00888,58.51858261,4.01245,0
2019,1,3,15.25,3,,0.339075,,0.16975,0.034439455,0.450995,0.83022,130.743085,44.71749565,3.8074,0
2019,1,3,16.25,3,,0.33335,,0.167275,,0.152605,0.76781,55.8927855,16.81216967,3.07455,0
2019,1,3,17.25,3,,0.394405,,0.0932805,,-1.093695,0.571715,2.15209315,1.561247935,3.8728,0
2019,1,3,18.25,3,,0.419755,,0.057165,,-1.84705,0.824825,0,0,4.02635,0
2019,1,3,19.25,3,,0.40477,,0.063037,,-2.83575,0.63273,0,0,3.81865,0
2019,1,3,20.25,3,,0.411255,,0.052405,,-3.3481,0.694375,0,0,4.14115,0
2019,1,3,21.25,3,,0.411395,,0.047939,,-3.562,0.875295,0,0,4.3058,0
2019,1,3,22.25,3,,0.408435,,0.0444735,,-4.06325,0.847065,0,0,3.78435,0
2019,1,3,23.25,3,,0.38686,,0.0682995,,-4.39485,0.836345,0,0,4.06315,0
2019,1,4,0.25,4,,0.381035,,0.074111,,-3.9419,1.0437,0,0,5.00545,0
2019,1,4,1.25,4,,0.375705,,0.06933,,-4.5158,0.995435,0,0,4.63885,0
2019,1,4,2.25,4,,0.371705,,0.0650145,,-5.2748,0.892555,0,0,3.8569,0
2019,1,4,3.25,4,,0.389875,,0.040065,,-5.83935,0.851465,0,0,3.7202,0
2019,1,4,4.25,4,,0.41002,,0.01804,,-6.29625,0.79424,0,0,4.1027,0
2019,1,4,5.25,4,,0.38942,,0.0414875,,-6.08045,0.84425,0,0,4.8149,0
2019,1,4,6.25,4,,0.377365,,0.0505025,,-6.1108,0.83677,0,0,4.827,0
2019,1,4,7.25,4,,0.381555,,0.0322365,,-6.69625,0.73933,0,0,5.0584,0
2019,1,4,8.25,4,,0.35303,,0.052768,,-7.6171,0.575805,0,0,2.96845,0
2019,1,4,9.25,4,,0.342565,,0.058603,,-8.2128,0.47918,0,0.650617663,1.55805,0
2019,1,4,10.25,4,,0.333245,,0.054992,,-8.83765,0.40416,21.5914455,9.289752717,2.03985,0
2019,1,4,11.25,4,,0.344925,,0.0511755,0.006173903,-9.0197,0.35072,50.6039295,20.3684425,1.82835,0
2019,1,4,12.25,4,,0.335925,,0.0737765,0.0096942,-7.95535,0.46541,54.718063,23.64028478,1.38615,0
2019,1,4,13.25,4,,0.31433,,0.0951065,0.014581656,-7.54815,0.48823,58.0106965,24.17723478,2.3175,0
2019,1,4,14.25,4,,0.32932,,0.0797855,0.011365183,-7.6748,0.43099,51.9563305,21.16038163,2.05685,0
2019,1,4,15.25,4,,0.33318,,0.0736775,0.005030794,-7.6969,0.391065,57.2954645,22.30722293,2.0423,0
2019,1,4,16.25,4,,0.35596,,0.045627,,-8.03735,0.36136,26.5154475,9.77819587,2.24645,0
2019,1,4,17.25,4,,0.393465,,0.00939585,,-8.2113,0.334955,1.82851155,0.872878348,1.3893,0
2019,1,4,18.25,4,,0.39501,,0.00100735,,-8.27815,0.31539,0,0,1.43575,0
2019,1,4,19.25,4,,0.38689,,0.001735,,-8.92475,0.27086,0,0,1.125425,0.0483333
2019,1,4,20.25,4,,0.423425,,-0.0400315,,-9.391,0.240075,0,0,1.50325,0
2019,1,4,21.25,4,,0.413565,,-0.038917,,-9.7732,0.19499,0,0,3.188,0
2019,1,4,22.25,4,,0.38594,,-0.019081,,-10.5075,0.13528,0,0,3.87955,0
2019,1,4,23.25,4,,0.36725,,-5.60E-06,,-10.7205,0.12327,0,0,3.9813,0.163333
2019,1,5,0.25,5,,0.35988,,0.00358316,,-10.8005,0.1463,0,0,4.0202,0.015
2019,1,5,1.25,5,,0.37896,,-0.022628,,-11.1685,0.16211,0,0,3.7488,0.0166667
2019,1,5,2.25,5,,0.36734,,-0.016242,,-11.581,0.166635,0,0,3.48135,0.0133333
2019,1,5,3.25,5,,0.38214,,-0.0391475,,-12.1165,0.17635,0,0,3.77235,0
2019,1,5,4.25,5,,0.408405,,-0.0806555,,-12.7225,0.18775,0,0,3.61045,0
2019,1,5,5.25,5,,0.36203,,-0.0469835,,-13.896,0.189895,0,0,2.79975,0
2019,1,5,6.25,5,,0.396925,,-0.0864995,,-14.469,0.190475,0,0,3.02525,0
2019,1,5,7.25,5,,0.403135,,-0.095412,,-14.6075,0.186265,0,0,2.69945,0
2019,1,5,8.25,5,,0.34874,,-0.044969,,-14.8195,0.182905,0,0,2.27845,0
2019,1,5,9.25,5,,0.351265,,-0.053714,,-15.175,0.17703,0.06262098,0.610255228,2.05795,0
2019,1,5,10.25,5,,0.33623,,-0.0404085,,-15.4675,0.17958,14.78440995,8.119927935,1.396,0
2019,1,5,11.25,5,,0.34352,,-0.047701,0.003100264,-15.5245,0.18241,44.830039,21.1044987,0.955255,0
2019,1,5,12.25,5,,0.324105,,-0.0272345,0.018752276,-15.5785,0.181715,77.531723,33.93504891,1.2141,0
2019,1,5,13.25,5,,0.314345,,-0.0103935,0.017928433,-15.333,0.189335,107.96341,45.51331522,0.89989,0.0716667
2019,1,5,14.25,5,,0.331695,,-0.019067,-0.002786484,-14.8635,0.192605,112.82609,47.38288587,1.14015,0
2019,1,5,15.25,5,,0.335875,,-0.0253405,0.003453464,-14.691,0.19232,81.0552725,34.50789239,1.7127,0
2019,1,5,16.25,5,,0.34021,,-0.0289085,,-14.7855,0.17726,28.456908,13.20528902,2.1723,0
2019,1,5,17.25,5,,0.37331,,-0.0658445,,-14.9765,0.173875,1.2104857,1.097429348,1.6741,0
2019,1,5,18.25,5,,0.378745,,-0.076409,,-15.3175,0.175175,0,0,2.0122,0
2019,1,5,19.25,5,,0.37568,,-0.07603,,-15.7155,0.1773,0,0,2.07235,0.156667
2019,1,5,20.25,5,,0.411395,,-0.10311,,-15.548,0.176495,0,0,2.3434,0
2019,1,5,21.25,5,,0.428635,,-0.12237,,-15.257,0.178475,0,0,3.1973,0
2019,1,5,22.25,5,,0.41338,,-0.11569,,-15.721,0.184445,0,0,3.25015,0
2019,1,5,23.25,5,,0.36682,,-0.077365,,-16.3735,0.183905,0,0,3.34355,0
2019,1,6,0.25,6,,0.355645,,-0.0631665,,-16.567,0.18244,0,0,3.2156,0
2019,1,6,1.25,6,,0.36417,,-0.064803,,-16.3495,0.182095,0,0,3.46445,0
2019,1,6,2.25,6,,0.317735,,-0.010538,,-15.878,0.18275,0,0,3.68845,0
2019,1,6,3.25,6,,0.37346,,-0.0581515,,-15.4385,0.18312,0,0,3.67435,0.0133333
2019,1,6,4.25,6,,0.371735,,-0.050706,,-15.088,0.18419,0,0,3.9732,0.0266667
2019,1,6,5.25,6,,0.37545,,-0.0490655,,-14.7735,0.18448,0,0,4.10705,0
2019,1,6,6.25,6,,0.358355,,-0.0255865,,-14.5225,0.183835,0,0,4.48065,0
2019,1,6,7.25,6,,0.35201,,-0.0180263,,-14.2735,0.185335,0,0,4.2616,0
2019,1,6,8.25,6,,0.34349,,-0.016461,,-14.433,0.18652,0,0,4.0241,0
2019,1,6,9.25,6,,0.33331,,-0.0026049,,-14.883,0.18395,0.53194765,0.257279989,3.9357,0
2019,1,6,10.25,6,,0.330885,,0.0114927,,-14.308,0.182345,10.4376683,4.55888163,3.9695,0
2019,1,6,11.25,6,,0.32787,,0.0224005,0.015086061,-13.745,0.18283,22.9834985,10.53909326,3.85095,0
2019,1,6,12.25,6,,0.31985,,0.046977,0.023705559,-13.069,0.18018,41.4918295,19.2248488,3.83125,0
2019,1,6,13.25,6,,0.314665,,0.058092,0.020238467,-12.32,0.180365,43.85616,20.33527696,3.8234,0
2019,1,6,14.25,6,,0.332295,,0.047009,0.017516238,-12.192,0.178835,32.2624905,14.94146696,4.0156,0
2019,1,6,15.25,6,,0.33195,,0.0582105,0.021070526,-11.611,0.17477,26.7838215,12.16461326,3.83475,0
2019,1,6,16.25,6,,0.33125,,0.067557,,-11.011,0.17224,17.8148515,7.748520543,3.8076,0.095
2019,1,6,17.25,6,,0.353195,,0.0509075,,-10.6995,0.170655,1.38621735,0.658247185,4.4661,0.765
2019,1,6,18.25,6,,0.365795,,0.0434315,,-10.4245,0.168235,0,0,4.52315,0.195
2019,1,6,19.25,6,,0.37803,,0.0380085,,-10.125,0.165645,0,0,3.96375,0.305
2019,1,6,20.25,6,,0.38523,,0.036303,,-9.72185,0.162815,0,0,3.71565,0.135
2019,1,6,21.25,6,,0.393585,,0.0252565,,-9.7785,0.166595,0,0,3.27505,0
2019,1,6,22.25,6,,0.389485,,0.0254305,,-10.0499,0.168575,0,0,2.92425,0
2019,1,6,23.25,6,,0.366785,,0.0446085,,-10.3965,0.17092,0,0,2.85995,0
2019,1,7,0.25,7,,0.365085,,0.044114,,-10.635,0.17174,0,0,2.6629,0.09
2019,1,7,1.25,7,,0.35211,,0.056236,,-10.8075,0.17216,0,0,2.65765,0.175
2019,1,7,2.25,7,,0.354675,,0.055161,,-10.8595,0.1726,0,0,2.1052,0.295
2019,1,7,3.25,7,,0.361815,,0.048389,,-10.8475,0.17492,0,0,1.48565,0.075
2019,1,7,4.25,7,,0.373845,,0.0398725,,-10.828,0.174345,0,0,1.27865,0.35
2019,1,7,5.25,7,,0.377075,,0.0397225,,-10.6555,0.17493,0,0,1.2625,0.9
2019,1,7,6.25,7,,0.370275,,0.048862,,-10.6145,0.17431,0,0,1.8975,0.26
2019,1,7,7.25,7,,0.402145,,0.0124315,,-10.556,0.17492,0,0,3.3768,0.545
2019,1,7,8.25,7,,0.33842,,0.0653115,,-11.3405,0.182105,0,0,4.54,0.05
2019,1,7,9.25,7,,0.330195,,0.0707315,,-11.8125,0.18229,3.68033315,0.763741337,4.9914,0.085
2019,1,7,10.25,7,,0.324595,,0.0773595,,-11.786,0.18203,19.5092555,6.326762609,5.3313,0.355
2019,1,7,11.25,7,,0.320395,,0.0766115,0.01940685,-11.994,0.18509,43.175995,16.67548359,6.1052,0.23
2019,1,7,12.25,7,,0.316875,,0.066555,0.020304372,-12.574,0.19205,102.803232,40.7702913,6.0308,0.205
2019,1,7,13.25,7,,0.314685,,0.049205,0.011400305,-13.665,0.197915,102.3609715,41.16923043,5.92225,0.305
2019,1,7,14.25,7,,0.333785,,0.0176035,0.040808025,-14.736,0.19921,87.1707125,35.02903804,6.57785,0.13
2019,1,7,15.25,7,,0.326065,,0.0187365,0.008882984,-15.2565,0.203565,68.736452,26.50330217,6.88435,0.115
2019,1,7,16.25,7,,0.38258,,-0.039564,,-15.5445,0.20898,27.433691,9.711914674,6.2084,0.085
2019,1,7,17.25,7,,0.378875,,-0.0376945,,-15.643,0.212345,4.8234102,1.217488587,5.63965,0.02
2019,1,7,18.25,7,,0.3743,,-0.0380735,,-15.9,0.219395,0,0,5.58775,0.15
2019,1,7,19.25,7,,0.378985,,-0.048042,,-16.2305,0.22136,0,0,5.3355,0.075
2019,1,7,20.25,7,,0.37988,,-0.0552645,,-16.628,0.225515,0,0,5.5065,0.155
2019,1,7,21.25,7,,0.39955,,-0.077228,,-16.8855,0.23009,0,0,6.18545,0.075
2019,1,7,22.25,7,,0.43473,,-0.116055,,-17.077,0.227715,0,0,5.89715,0.1983337
2019,1,7,23.25,7,,0.39275,,-0.078804,,-17.3355,0.231225,0,0,6.37595,0.0333333
2019,1,8,0.25,8,,0.35935,,-0.052637,,-17.7095,0.23209,0,0,6.95335,0.0133333
2019,1,8,1.25,8,,0.424805,,-0.128215,,-18.1985,0.230745,0,0,6.4546,0.0366667
2019,1,8,2.25,8,,0.35809,,-0.068499,,-18.754,0.225545,0,0,6.94775,0
2019,1,8,3.25,8,,0.363885,,-0.088459,,-19.237,0.22268,0,0,6.5453,0.0266667
2019,1,8,4.25,8,,0.350305,,-0.0899075,,-20.113,0.22002,0,0,8.1626,0.0666667
2019,1,8,5.25,8,,0.350585,,-0.1070045,,-20.95,0.20814,0,0,6.29055,0
2019,1,8,6.25,8,,0.37758,,-0.143955,,-21.7355,0.202485,0,0,6.825,0
2019,1,8,7.25,8,,0.438345,,-0.20776,,-22.047,0.1959,0,0,6.3551,0.04
2019,1,8,8.25,8,,0.34939,,-0.12369,,-22.2565,0.194625,0,0,6.43815,0
2019,1,8,9.25,8,,0.317045,,-0.0952465,,-22.543,0.191775,2.91789305,0.981333511,6.241,0
2019,1,8,10.25,8,,0.32083,,-0.090082,,-22.52,0.19422,47.5252905,15.68271902,5.70515,0
2019,1,8,11.25,8,,0.33114,,-0.086234,0.017177829,-21.836,0.214645,146.435775,49.78131848,6.0888,0
2019,1,8,12.25,8,,0.3247,,-0.0678625,0.044790264,-21.2675,0.232495,200.21426,68.34111196,6.19285,0
2019,1,8,13.25,8,,0.315785,,-0.0429055,0.000557946,-20.5615,0.249195,227.39775,77.06503696,5.93815,0
2019,1,8,14.25,8,,0.333705,,-0.055788,0.007804963,-19.946,0.270795,212.70123,71.21722283,5.7211,0
2019,1,8,15.25,8,,0.323675,,-0.0452385,0.020099872,-19.989,0.27545,148.97472,50.52158152,5.39575,0
2019,1,8,16.25,8,,0.37008,,-0.0945865,,-19.968,0.27407,72.9812035,21.2197462,4.7195,0
2019,1,8,17.25,8,,0.36029,,-0.1053,,-20.6725,0.234235,8.1756585,2.513518696,3.6848,0
2019,1,8,18.25,8,,0.36238,,-0.12048,,-21.5875,0.20109,0,0,2.8376,0
2019,1,8,19.25,8,,0.37437,,-0.14322,,-22.158,0.1859,0,0,2.56225,0
2019,1,8,20.25,8,,0.412205,,-0.193375,,-22.7525,0.172085,0,0,2.5565,0
2019,1,8,21.25,8,,0.40027,,-0.18862,,-23.36,0.15745,0,0,2.6142,0
2019,1,8,22.25,8,,0.396925,,-0.187105,,-23.491,0.156085,0,0,3.4463,0
2019,1,8,23.25,8,,0.38946,,-0.186325,,-23.8025,0.152805,0,0,2.2338,0
2019,1,9,0.25,9,,0.39331,,-0.19056,,-23.875,0.15031,0,0,1.12902,0
2019,1,9,1.25,9,,0.359395,,-0.15951,,-24.326,0.14405,0,0,2.6684,0
2019,1,9,2.25,9,,0.37949,,-0.198535,,-24.3585,0.154535,0,0,1.3622,0
2019,1,9,3.25,9,,0.380285,,-0.208625,,-25.5025,0.145555,0,0,1.4288,0
2019,1,9,4.25,9,,0.373815,,-0.167315,,-24.89,0.139325,0,0,4.7777,0
2019,1,9,5.25,9,,0.37928,,-0.16686,,-23.248,0.158595,0,0,3.06335,0
2019,1,9,6.25,9,,0.37582,,-0.19397,,-24.797,0.150185,0,0,1.62025,0
2019,1,9,7.25,9,,0.370255,,-0.158395,,-24.466,0.151795,0,0,1.52515,0
2019,1,9,8.25,9,,0.346665,,-0.114385,,-23.2595,0.160435,0,0,2.10265,0
2019,1,9,9.25,9,,0.33396,,-0.0782925,,-22.129,0.1666,2.48003825,0.572366098,2.41255,0
2019,1,9,10.25,9,,0.33009,,-0.0616485,,-21.367,0.172425,23.909311,8.951655652,2.37625,0
2019,1,9,11.25,9,,0.328335,,-0.046401,0.039477582,-20.7245,0.177145,64.189474,24.87193087,3.07465,0.0166667
2019,1,9,12.25,9,,0.317735,,-0.020942,0.012166576,-20.0805,0.18268,103.53499,40.2956837,3.2087,0.0566667
2019,1,9,13.25,9,,0.3147,,0.00111,0.020833595,-19.194,0.189995,105.061999,42.53574022,3.53255,0
2019,1,9,14.25,9,,0.33378,,-0.00810685,0.021514709,-18.4295,0.204,75.479513,30.66384239,3.9901,0
2019,1,9,15.25,9,,0.328825,,0.00197365,0.0185504,-18.0955,0.21334,44.444526,18.29052978,3.65665,0
2019,1,9,16.25,9,,0.32646,,0.007363695,,-17.8815,0.21136,20.630839,7.855804565,3.6066,0
2019,1,9,17.25,9,,0.364025,,-0.0306725,,-17.7185,0.20123,3.36411175,0.926951011,3.9498,0.38
2019,1,9,18.25,9,,0.37596,,-0.0451995,,-17.9145,0.195265,0,0,4.13235,0.565
2019,1,9,19.25,9,,0.38179,,-0.064516,,-18.2025,0.195885,0,0,4.6297,0.805
2019,1,9,20.25,9,,0.386795,,-0.0714585,,-18.646,0.19515,0,0,4.3003,0.3
2019,1,9,21.25,9,,0.39512,,-0.075223,,-18.55,0.192155,0,0,4.27655,0.335
2019,1,9,22.25,9,,0.384035,,-0.0622685,,-18.2785,0.196755,0,0,4.58315,0.385
2019,1,9,23.25,9,,0.370035,,-0.0504425,,-18.326,0.194595,0,0,4.7321,0.13
2019,1,10,0.25,10,,0.36713,,-0.042519,,-18.293,0.189585,0,0,4.76145,0.365
2019,1,10,1.25,10,,0.3621,,-0.0329835,,-17.8945,0.197175,0,0,4.2962,0.345
2019,1,10,2.25,10,,0.37017,,-0.0437055,,-17.9345,0.19743,0,0,3.8302,0.265
2019,1,10,3.25,10,,0.36955,,-0.0476795,,-18.0595,0.197745,0,0,4.04745,0.28
2019,1,10,4.25,10,,0.37439,,-0.0574245,,-18.322,0.199805,0,0,4.07195,0.33
2019,1,10,5.25,10,,0.37059,,-0.0545275,,-18.431,0.196845,0,0,3.5534,0.37
2019,1,10,6.25,10,,0.36016,,-0.044312,,-18.4455,0.19558,0,0,3.49345,0.41
2019,1,10,7.25,10,,0.349735,,-0.0324145,,-18.376,0.195585,0,0,3.37445,0.225
2019,1,10,8.25,10,,0.341015,,-0.02015,,-18.229,0.194295,0,0,2.9708,0.24
2019,1,10,9.25,10,,0.33819,,-0.0165805,,-18.1085,0.19569,1.6728459,0.4890575,3.06545,0.18
2019,1,10,10.25,10,,0.33559,,-0.0079902,,-17.9995,0.201735,26.5150195,10.17084554,2.9957,0.285
2019,1,10,11.25,10,,0.32756,,0.01297325,0.002039617,-17.42,0.219655,91.058973,36.02129783,3.0636,0
2019,1,10,12.25,10,,0.322565,,0.0292965,0.040316121,-16.7655,0.231005,122.102675,49.53979348,2.6648,0
2019,1,10,13.25,10,,0.316965,,0.047718,0.023023336,-16.15,0.24216,126.88638,52.96155,1.82565,0
2019,1,10,14.25,10,,0.334365,,0.0413565,0.018030857,-15.523,0.25442,132.735085,55.11591522,2.2057,0
2019,1,10,15.25,10,,0.32172,,0.061125,0.012681415,-14.971,0.26229,109.5132865,44.37245435,2.2007,0
2019,1,10,16.25,10,,0.316815,,0.066079,,-14.776,0.26381,57.9899905,22.57073304,2.06605,0
2019,1,10,17.25,10,,0.358845,,0.0197005,,-14.849,0.23813,5.264734,2.310373261,1.56405,0
2019,1,10,18.25,10,,0.374275,,-0.01385274,,-15.406,0.21739,0,0,2.07585,0
2019,1,10,19.25,10,,0.385145,,-0.03641,,-16.2855,0.1892,0,0,2.256,0
2019,1,10,20.25,10,,0.39184,,-0.0485285,,-16.584,0.19029,0,0,2.01535,0
2019,1,10,21.25,10,,0.390725,,-0.0570945,,-17.022,0.19384,0,0,1.91475,0
2019,1,10,22.25,10,,0.38757,,-0.0654715,,-17.5095,0.188305,0,0,2.02075,0
2019,1,10,23.25,10,,0.366725,,-0.058209,,-18.1155,0.18035,0,0,2.28575,0
2019,1,11,0.25,11,,0.358225,,-0.0607865,,-18.851,0.169895,0,0,2.24,0
2019,1,11,1.25,11,,0.369255,,-0.0685235,,-18.908,0.167335,0,0,1.8051,0
2019,1,11,2.25,11,,0.363305,,-0.0581055,,-18.724,0.17323,0,0,1.84655,0
2019,1,11,3.25,11,,0.37961,,-0.073294,,-18.516,0.17915,0,0,1.36855,0
2019,1,11,4.25,11,,0.37866,,-0.07429,,-18.527,0.180515,0,0,1.1926,0
2019,1,11,5.25,11,,0.377375,,-0.085612,,-18.8985,0.17957,0,0,2.23265,0
2019,1,11,6.25,11,,0.339305,,-0.0416715,,-19.112,0.1764,0,0,1.4598,0
2019,1,11,7.25,11,,0.360905,,-0.0585015,,-18.7215,0.17654,0,0,1.04169,0
2019,1,11,8.25,11,,0.34273,,-0.0407585,,-18.6465,0.180825,0,0,1.3951,0
2019,1,11,9.25,11,,0.349485,,-0.048388,,-18.63,0.181765,1.53910215,0.860629337,1.366,0
2019,1,11,10.25,11,,0.334775,,-0.034464,,-18.6975,0.18074,26.978461,11.11561239,1.9296,0
2019,1,11,11.25,11,,0.329275,,-0.0217965,0.009793797,-18.5045,0.182485,76.957936,30.29192391,1.93665,0
2019,1,11,12.25,11,,0.324575,,-0.009713125,0.027716509,-18.1445,0.186075,130.82901,49.61367174,1.84205,0
2019,1,11,13.25,11,,0.319215,,0.00518795,0.042922112,-17.619,0.189425,148.78309,56.89085326,1.5507,0
2019,1,11,14.25,11,,0.31027,,0.0224725,0.006675274,-17.0505,0.192335,196.77216,68.0952087,1.9965,0
2019,1,11,15.25,11,,0.338225,,-0.01082145,0.01944968,-17.0535,0.193275,93.690237,35.90499891,2.3523,0
2019,1,11,16.25,11,,0.360865,,-0.0389145,,-17.283,0.18874,65.2948125,22.02598489,2.3534,0
2019,1,11,17.25,11,,0.37741,,-0.0677975,,-17.7075,0.187885,11.0421845,3.408810761,1.95775,0
2019,1,11,18.25,11,,0.37969,,-0.0829825,,-18.4015,0.184515,0,0,2.22985,0
2019,1,11,19.25,11,,0.385055,,-0.089883,,-18.869,0.18129,0,0,2.2285,0
2019,1,11,20.25,11,,0.397935,,-0.0985735,,-18.597,0.18124,0,0,2.51095,0
