year,month,day,hour,doy,TA,VPD,SW,PAR_up,wds
2019,1,1,0,1,-25.6455,0.150755,0,0,2.6774
2019,1,1,1,1,-25.393,0.153875,0,0,2.9121
2019,1,1,2,1,-25.1635,0.15205,0,0,2.6573
2019,1,1,3,1,-23.905,0.16314,0,0,2.3419
2019,1,1,4,1,-24.0205,0.16066,0,0,1.9034
2019,1,1,5,1,-23.4225,0.16499,0,0,2.3813
2019,1,1,6,1,-23.0555,0.16469,0,0,3.1028
2019,1,1,7,1,-22.3495,0.17006,0,0,2.6186
2019,1,1,8,1,-21.93,0.171965,0,0,2.6811
2019,1,1,9,1,-21.0465,0.173805,1.2489402,1.433211751,3.26475
2019,1,1,10,1,-19.7585,0.18258,7.0678907,12.5231165,3.677575
2019,1,1,11,1,-18.989,0.18254,25.2071155,45.7494075,4.21585
2019,1,1,12,1,-17.7535,0.18494,50.1065495,93.6674005,4.7651
2019,1,1,13,1,-16.575,0.187715,50.8409835,97.50239102,4.1766
2019,1,1,14,1,-15.113,0.186875,76.7619175,141.32338,4.0964
2019,1,1,15,1,-13.8765,0.190205,29.6843515,57.8798715,3.6193
2019,1,1,16,1,-13.2135,0.18788,11.8658856,23.7823625,3.631
2019,1,1,17,1,-12.259,0.180595,1.28234315,2.437227899,3.6642
2019,1,1,18,1,-10.17025,0.161495,0,0,4.44555
2019,1,1,19,1,-8.12445,0.15116,0,0,4.3912
2019,1,1,20,1,-7.13005,0.139265,0,0,4.249
2019,1,1,21,1,-6.5553,0.13316,0,0,3.58595
2019,1,1,22,1,-5.8703,0.116865,0,0,3.79965
2019,1,1,23,1,-5.09765,0.1073,0,0,3.35525
2019,1,2,0,2,-4.82915,0.102025,0,0,4.3479
2019,1,2,1,2,-5.1022,0.109385,0,0,4.69985
2019,1,2,2,2,-5.61235,0.11503,0,0,4.5572
2019,1,2,3,2,-5.7584,0.118055,0,0,4.6467
2019,1,2,4,2,-6.13955,0.12743,0,0,3.62
2019,1,2,5,2,-6.62275,0.131705,0,0,2.7802
2019,1,2,6,2,-6.62245,0.13167,0,0,2.463
2019,1,2,7,2,-6.5602,0.12979,0,0,2.30895
2019,1,2,8,2,-6.308,0.12509,0,0,2.08925
2019,1,2,9,2,-6.55225,0.134495,0.79422315,3.806522351,2.50165
2019,1,2,10,2,-6.7509,0.12653,32.648476,54.94664502,3.2797
2019,1,2,11,2,-6.09795,0.11367,34.465848,64.31264499,3.35075
2019,1,2,12,2,-5.2527,0.101726,49.321221,95.77114251,3.01595
2019,1,2,13,2,-4.0536,0.0816455,125.564095,232.56364,2.66075
2019,1,2,14,2,-3.05595,0.0661145,114.8179665,208.87864,3.9774
2019,1,2,15,2,-2.0437,0.051671,113.772841,202.05364,3.4349
2019,1,2,16,2,-0.94684,0.047978,69.035712,98.42064251,3.5349
2019,1,2,17,2,-0.330635,0.0767855,2.8546202,5.349322502,3.8068
2019,1,2,18,2,-0.50087,0.0839175,0,0,4.64615
2019,1,2,19,2,-0.723065,0.067062,0,0,3.98925
2019,1,2,20,2,-0.622795,0.0848185,0,0,3.82255
2019,1,2,21,2,-0.807135,0.08036,0,0,3.34145
2019,1,2,22,2,-0.46928,0.086926,0,0,3.62085
2019,1,2,23,2,-0.21034,0.0807105,0,0,2.9229
2019,1,3,0,3,-0.081745,0.0979725,0,0,2.86425
2019,1,3,1,3,-0.46001,0.0759765,0,0,3.39695
2019,1,3,2,3,0.518455,0.249125,0,0,3.64365
2019,1,3,3,3,-0.04597,0.185245,0,0,3.0792
2019,1,3,4,3,-1.2552,0.0184815,0,0,2.75425
2019,1,3,5,3,-0.97061,0.060887,0,0,2.75235
2019,1,3,6,3,-1.039565,0.0672365,0,0,3.3643
2019,1,3,7,3,-1.001825,0.084869,0,0,3.57455
2019,1,3,8,3,-1.1479,0.069279,0,0,3.35695
2019,1,3,9,3,-1.2982,0.1352975,1.9584902,3.219390348,4.20755
2019,1,3,10,3,-1.37215,0.169335,29.244181,47.89298101,4.2657
2019,1,3,11,3,-0.956385,0.246435,85.832281,143.6359805,4.0857
2019,1,3,12,3,0.185375,0.45968,219.14048,351.25048,4.75065
2019,1,3,13,3,0.71727,0.636445,154.722682,248.02548,4.5044
2019,1,3,14,3,0.62347,0.743675,178.00888,269.18548,4.01245
2019,1,3,15,3,0.450995,0.83022,130.743085,205.70048,3.8074
2019,1,3,16,3,0.152605,0.76781,55.8927855,77.33598048,3.07455
2019,1,3,17,3,-1.093695,0.571715,2.15209315,7.181740501,3.8728
2019,1,3,18,3,-1.84705,0.824825,0,0,4.02635
2019,1,3,19,3,-2.83575,0.63273,0,0,3.81865
2019,1,3,20,3,-3.3481,0.694375,0,0,4.14115
2019,1,3,21,3,-3.562,0.875295,0,0,4.3058
2019,1,3,22,3,-4.06325,0.847065,0,0,3.78435
2019,1,3,23,3,-4.39485,0.836345,0,0,4.06315
2019,1,4,0,4,-3.9419,1.0437,0,0,5.00545
2019,1,4,1,4,-4.5158,0.995435,0,0,4.63885
2019,1,4,2,4,-5.2748,0.892555,0,0,3.8569
2019,1,4,3,4,-5.83935,0.851465,0,0,3.7202
2019,1,4,4,4,-6.29625,0.79424,0,0,4.1027
2019,1,4,5,4,-6.08045,0.84425,0,0,4.8149
2019,1,4,6,4,-6.1108,0.83677,0,0,4.827
2019,1,4,7,4,-6.69625,0.73933,0,0,5.0584
2019,1,4,8,4,-7.6171,0.575805,0,0,2.96845
2019,1,4,9,4,-8.2128,0.47918,0,2.99284125,1.55805
2019,1,4,10,4,-8.83765,0.40416,21.5914455,42.7328625,2.03985
2019,1,4,11,4,-9.0197,0.35072,50.6039295,93.6948355,1.82835
2019,1,4,12,4,-7.95535,0.46541,54.718063,108.74531,1.38615
2019,1,4,13,4,-7.54815,0.48823,58.0106965,111.21528,2.3175
2019,1,4,14,4,-7.6748,0.43099,51.9563305,97.3377555,2.05685
2019,1,4,15,4,-7.6969,0.391065,57.2954645,102.6132255,2.0423
2019,1,4,16,4,-8.03735,0.36136,26.5154475,44.979701,2.24645
2019,1,4,17,4,-8.2113,0.334955,1.82851155,4.015240401,1.3893
2019,1,4,18,4,-8.27815,0.31539,0,0,1.43575
2019,1,4,19,4,-8.92475,0.27086,0,0,1.125425
2019,1,4,20,4,-9.391,0.240075,0,0,1.50325
2019,1,4,21,4,-9.7732,0.19499,0,0,3.188
2019,1,4,22,4,-10.5075,0.13528,0,0,3.87955
2019,1,4,23,4,-10.7205,0.12327,0,0,3.9813
2019,1,5,0,5,-10.8005,0.1463,0,0,4.0202
2019,1,5,1,5,-11.1685,0.16211,0,0,3.7488
2019,1,5,2,5,-11.581,0.166635,0,0,3.48135
2019,1,5,3,5,-12.1165,0.17635,0,0,3.77235
2019,1,5,4,5,-12.7225,0.18775,0,0,3.61045
2019,1,5,5,5,-13.896,0.189895,0,0,2.79975
2019,1,5,6,5,-14.469,0.190475,0,0,3.02525
2019,1,5,7,5,-14.6075,0.186265,0,0,2.69945
2019,1,5,8,5,-14.8195,0.182905,0,0,2.27845
2019,1,5,9,5,-15.175,0.17703,0.06262098,2.807174049,2.05795
2019,1,5,10,5,-15.4675,0.17958,14.78440995,37.3516685,1.396
2019,1,5,11,5,-15.5245,0.18241,44.830039,97.08069402,0.955255
2019,1,5,12,5,-15.5785,0.181715,77.531723,156.101225,1.2141
2019,1,5,13,5,-15.333,0.189335,107.96341,209.36125,0.89989
2019,1,5,14,5,-14.8635,0.192605,112.82609,217.961275,1.14015
2019,1,5,15,5,-14.691,0.19232,81.0552725,158.736305,1.7127
2019,1,5,16,5,-14.7855,0.17726,28.456908,60.74432949,2.1723
2019,1,5,17,5,-14.9765,0.173875,1.2104857,5.048175001,1.6741
2019,1,5,18,5,-15.3175,0.175175,0,0,2.0122
2019,1,5,19,5,-15.7155,0.1773,0,0,2.07235
2019,1,5,20,5,-15.548,0.176495,0,0,2.3434
2019,1,5,21,5,-15.257,0.178475,0,0,3.1973
2019,1,5,22,5,-15.721,0.184445,0,0,3.25015
2019,1,5,23,5,-16.3735,0.183905,0,0,3.34355
2019,1,6,0,6,-16.567,0.18244,0,0,3.2156
2019,1,6,1,6,-16.3495,0.182095,0,0,3.46445
2019,1,6,2,6,-15.878,0.18275,0,0,3.68845
2019,1,6,3,6,-15.4385,0.18312,0,0,3.67435
2019,1,6,4,6,-15.088,0.18419,0,0,3.9732
2019,1,6,5,6,-14.7735,0.18448,0,0,4.10705
2019,1,6,6,6,-14.5225,0.183835,0,0,4.48065
2019,1,6,7,6,-14.2735,0.185335,0,0,4.2616
2019,1,6,8,6,-14.433,0.18652,0,0,4.0241
2019,1,6,9,6,-14.883,0.18395,0.53194765,1.183487949,3.9357
2019,1,6,10,6,-14.308,0.182345,10.4376683,20.9708555,3.9695
2019,1,6,11,6,-13.745,0.18283,22.9834985,48.479829,3.85095
2019,1,6,12,6,-13.069,0.18018,41.4918295,88.43430448,3.83125
2019,1,6,13,6,-12.32,0.180365,43.85616,93.54227402,3.8234
2019,1,6,14,6,-12.192,0.178835,32.2624905,68.73074802,4.0156
2019,1,6,15,6,-11.611,0.17477,26.7838215,55.957221,3.83475
2019,1,6,16,6,-11.011,0.17224,17.8148515,35.6431945,3.8076
2019,1,6,17,6,-10.6995,0.170655,1.38621735,3.027937051,4.4661
2019,1,6,18,6,-10.4245,0.168235,0,0,4.52315
2019,1,6,19,6,-10.125,0.165645,0,0,3.96375
2019,1,6,20,6,-9.72185,0.162815,0,0,3.71565
2019,1,6,21,6,-9.7785,0.166595,0,0,3.27505
2019,1,6,22,6,-10.0499,0.168575,0,0,2.92425
2019,1,6,23,6,-10.3965,0.17092,0,0,2.85995
2019,1,7,0,7,-10.635,0.17174,0,0,2.6629
2019,1,7,1,7,-10.8075,0.17216,0,0,2.65765
2019,1,7,2,7,-10.8595,0.1726,0,0,2.1052
2019,1,7,3,7,-10.8475,0.17492,0,0,1.48565
2019,1,7,4,7,-10.828,0.174345,0,0,1.27865
2019,1,7,5,7,-10.6555,0.17493,0,0,1.2625
2019,1,7,6,7,-10.6145,0.17431,0,0,1.8975
2019,1,7,7,7,-10.556,0.17492,0,0,3.3768
2019,1,7,8,7,-11.3405,0.182105,0,0,4.54
2019,1,7,9,7,-11.8125,0.18229,3.68033315,3.51321015,4.9914
2019,1,7,10,7,-11.786,0.18203,19.5092555,29.103108,5.3313
2019,1,7,11,7,-11.994,0.18509,43.175995,76.70722451,6.1052
2019,1,7,12,7,-12.574,0.19205,102.803232,187.54334,6.0308
2019,1,7,13,7,-13.665,0.197915,102.3609715,189.37846,5.92225
2019,1,7,14,7,-14.736,0.19921,87.1707125,161.133575,6.57785
2019,1,7,15,7,-15.2565,0.203565,68.736452,121.91519,6.88435
2019,1,7,16,7,-15.5445,0.20898,27.433691,44.6748075,6.2084
2019,1,7,17,7,-15.643,0.212345,4.8234102,5.6004475,5.63965
2019,1,7,18,7,-15.9,0.219395,0,0,5.58775
2019,1,7,19,7,-16.2305,0.22136,0,0,5.3355
2019,1,7,20,7,-16.628,0.225515,0,0,5.5065
2019,1,7,21,7,-16.8855,0.23009,0,0,6.18545
2019,1,7,22,7,-17.077,0.227715,0,0,5.89715
2019,1,7,23,7,-17.3355,0.231225,0,0,6.37595
2019,1,8,0,8,-17.7095,0.23209,0,0,6.95335
2019,1,8,1,8,-18.1985,0.230745,0,0,6.4546
2019,1,8,2,8,-18.754,0.225545,0,0,6.94775
2019,1,8,3,8,-19.237,0.22268,0,0,6.5453
2019,1,8,4,8,-20.113,0.22002,0,0,8.1626
2019,1,8,5,8,-20.95,0.20814,0,0,6.29055
2019,1,8,6,8,-21.7355,0.202485,0,0,6.825
2019,1,8,7,8,-22.047,0.1959,0,0,6.3551
2019,1,8,8,8,-22.2565,0.194625,0,0,6.43815
2019,1,8,9,8,-22.543,0.191775,2.91789305,4.514134151,6.241
2019,1,8,10,8,-22.52,0.19422,47.5252905,72.14050749,5.70515
2019,1,8,11,8,-21.836,0.214645,146.435775,228.994065,6.0888
2019,1,8,12,8,-21.2675,0.232495,200.21426,314.369115,6.19285
2019,1,8,13,8,-20.5615,0.249195,227.39775,354.49917,5.93815
2019,1,8,14,8,-19.946,0.270795,212.70123,327.599225,5.7211
2019,1,8,15,8,-19.989,0.27545,148.97472,232.399275,5.39575
2019,1,8,16,8,-19.968,0.27407,72.9812035,97.61083252,4.7195
2019,1,8,17,8,-20.6725,0.234235,8.1756585,11.562186,3.6848
2019,1,8,18,8,-21.5875,0.20109,0,0,2.8376
2019,1,8,19,8,-22.158,0.1859,0,0,2.56225
2019,1,8,20,8,-22.7525,0.172085,0,0,2.5565
2019,1,8,21,8,-23.36,0.15745,0,0,2.6142
2019,1,8,22,8,-23.491,0.156085,0,0,3.4463
2019,1,8,23,8,-23.8025,0.152805,0,0,2.2338
2019,1,9,0,9,-23.875,0.15031,0,0,1.12902
2019,1,9,1,9,-24.326,0.14405,0,0,2.6684
2019,1,9,2,9,-24.3585,0.154535,0,0,1.3622
2019,1,9,3,9,-25.5025,0.145555,0,0,1.4288
2019,1,9,4,9,-24.89,0.139325,0,0,4.7777
2019,1,9,5,9,-23.248,0.158595,0,0,3.06335
2019,1,9,6,9,-24.797,0.150185,0,0,1.62025
2019,1,9,7,9,-24.466,0.151795,0,0,1.52515
2019,1,9,8,9,-23.2595,0.160435,0,0,2.10265
2019,1,9,9,9,-22.129,0.1666,2.48003825,2.632884051,2.41255
2019,1,9,10,9,-21.367,0.172425,23.909311,41.177616,2.37625
2019,1,9,11,9,-20.7245,0.177145,64.189474,114.410882,3.07465
2019,1,9,12,9,-20.0805,0.18268,103.53499,185.360145,3.2087
2019,1,9,13,9,-19.194,0.189995,105.061999,195.664405,3.53255
2019,1,9,14,9,-18.4295,0.204,75.479513,141.053675,3.9901
2019,1,9,15,9,-18.0955,0.21334,44.444526,84.13643699,3.65665
2019,1,9,16,9,-17.8815,0.21136,20.630839,36.136701,3.6066
2019,1,9,17,9,-17.7185,0.20123,3.36411175,4.263974651,3.9498
2019,1,9,18,9,-17.9145,0.195265,0,0,4.13235
2019,1,9,19,9,-18.2025,0.195885,0,0,4.6297
2019,1,9,20,9,-18.646,0.19515,0,0,4.3003
2019,1,9,21,9,-18.55,0.192155,0,0,4.27655
2019,1,9,22,9,-18.2785,0.196755,0,0,4.58315
2019,1,9,23,9,-18.326,0.194595,0,0,4.7321
2019,1,10,0,10,-18.293,0.189585,0,0,4.76145
2019,1,10,1,10,-17.8945,0.197175,0,0,4.2962
2019,1,10,2,10,-17.9345,0.19743,0,0,3.8302
2019,1,10,3,10,-18.0595,0.197745,0,0,4.04745
2019,1,10,4,10,-18.322,0.199805,0,0,4.07195
2019,1,10,5,10,-18.431,0.196845,0,0,3.5534
2019,1,10,6,10,-18.4455,0.19558,0,0,3.49345
2019,1,10,7,10,-18.376,0.195585,0,0,3.37445
2019,1,10,8,10,-18.229,0.194295,0,0,2.9708
2019,1,10,9,10,-18.1085,0.19569,1.6728459,2.2496645,3.06545
2019,1,10,10,10,-17.9995,0.201735,26.5150195,46.78588948,2.9957
2019,1,10,11,10,-17.42,0.219655,91.058973,165.69797,3.0636
2019,1,10,12,10,-16.7655,0.231005,122.102675,227.88305,2.6648
2019,1,10,13,10,-16.15,0.24216,126.88638,243.62313,1.82565
2019,1,10,14,10,-15.523,0.25442,132.735085,253.53321,2.2057
2019,1,10,15,10,-14.971,0.26229,109.5132865,204.11329,2.2007
2019,1,10,16,10,-14.776,0.26381,57.9899905,103.825372,2.06605
2019,1,10,17,10,-14.849,0.23813,5.264734,10.627717,1.56405
2019,1,10,18,10,-15.406,0.21739,0,0,2.07585
2019,1,10,19,10,-16.2855,0.1892,0,0,2.256
2019,1,10,20,10,-16.584,0.19029,0,0,2.01535
2019,1,10,21,10,-17.022,0.19384,0,0,1.91475
2019,1,10,22,10,-17.5095,0.188305,0,0,2.02075
2019,1,10,23,10,-18.1155,0.18035,0,0,2.28575
2019,1,11,0,11,-18.851,0.169895,0,0,2.24
2019,1,11,1,11,-18.908,0.167335,0,0,1.8051
2019,1,11,2,11,-18.724,0.17323,0,0,1.84655
2019,1,11,3,11,-18.516,0.17915,0,0,1.36855
2019,1,11,4,11,-18.527,0.180515,0,0,1.1926
2019,1,11,5,11,-18.8985,0.17957,0,0,2.23265
2019,1,11,6,11,-19.112,0.1764,0,0,1.4598
2019,1,11,7,11,-18.7215,0.17654,0,0,1.04169
2019,1,11,8,11,-18.6465,0.180825,0,0,1.3951
2019,1,11,9,11,-18.63,0.181765,1.53910215,3.95889495,1.366
2019,1,11,10,11,-18.6975,0.18074,26.978461,51.13181699,1.9296
2019,1,11,11,11,-18.5045,0.182485,76.957936,139.34285,1.93665
2019,1,11,12,11,-18.1445,0.186075,130.82901,228.22289,1.84205
2019,1,11,13,11,-17.619,0.189425,148.78309,261.697925,1.5507
2019,1,11,14,11,-17.0505,0.192335,196.77216,313.23796,1.9965
2019,1,11,15,11,-17.0535,0.193275,93.690237,165.162995,2.3523
2019,1,11,16,11,-17.283,0.18874,65.2948125,101.3195305,2.3534
2019,1,11,17,11,-17.7075,0.187885,11.0421845,15.6805295,1.95775
2019,1,11,18,11,-18.4015,0.184515,0,0,2.22985
2019,1,11,19,11,-18.869,0.18129,0,0,2.2285
2019,1,11,20,11,-18.597,0.18124,0,0,2.51095
2019,1,11,21,11,-18.528,0.18207,0,0,2.5184
2019,1,11,22,11,-18.167,0.18246,0,0,2.89385
2019,1,11,23,11,-17.7335,0.182915,0,0,3.2269
2019,1,12,0,12,-17.159,0.184605,0,0,3.31655
2019,1,12,1,12,-16.901,0.185725,0,0,3.3823
2019,1,12,2,12,-16.4785,0.18579,0,0,3.0248
2019,1,12,3,12,-15.7345,0.18539,0,0,2.9285
2019,1,12,4,12,-15.349,0.190095,0,0,2.35225
2019,1,12,5,12,-15.1585,0.188245,0,0,2.1952
2019,1,12,6,12,-14.956,0.188955,0,0,2.17635
2019,1,12,7,12,-14.892,0.18988,0,0,2.4768
2019,1,12,8,12,-14.9905,0.189855,0,0,1.8202
2019,1,12,9,12,-14.652,0.18727,1.31286175,2.62013315,1.83865
2019,1,12,10,12,-13.9535,0.18826,23.440959,43.3132055,1.91585
2019,1,12,11,12,-13.126,0.18512,52.359539,99.12412249,2.32825
2019,1,12,12,12,-12.2665,0.18072,73.03342,136.72654,2.91865
2019,1,12,13,12,-11.0585,0.177115,104.3417975,187.69646,3.56945
2019,1,12,14,12,-10.3765,0.175865,89.59468,161.70138,3.28975
2019,1,12,15,12,-9.7851,0.171855,112.778563,173.1163,3.0967
2019,1,12,16,12,-9.3895,0.187515,84.463443,117.5632205,2.9019
2019,1,12,17,12,-10.237,0.18711,9.467488,16.85408,2.45165
2019,1,12,18,12,-10.819,0.18069,0,0,2.3906
2019,1,12,19,12,-11.1525,0.179285,0,0,3.383
2019,1,12,20,12,-11.0975,0.181515,0,0,3.36175
2019,1,12,21,12,-9.55875,0.18825,0,0,2.62625
2019,1,12,22,12,-8.4614,0.215205,0,0,1.6309
2019,1,12,23,12,-7.8469,0.22039,0,0,1.31995
2019,1,13,0,13,-7.84895,0.21943,0,0,1.1638
2019,1,13,1,13,-7.5786,0.218025,0,0,2.015425
2019,1,13,2,13,-7.1475,0.241065,0,0,2.11595
2019,1,13,3,13,-5.98445,0.21428,0,0,0.959275
2019,1,13,4,13,-5.6934,0.301125,0,0,1.65005
2019,1,13,5,13,-6.7591,0.16056,0,0,1.6874
2019,1,13,6,13,-7.9718,0.090062,0,0,2.97375
2019,1,13,7,13,-8.3812,0.080222,0,0,2.1267
2019,1,13,8,13,-8.49725,0.102251,0,0,2.4607
2019,1,13,9,13,-8.5482,0.114775,3.2714545,4.157606449,2.36275
2019,1,13,10,13,-8.0147,0.11969,28.6980325,49.44377901,1.82825
2019,1,13,11,13,-6.5708,0.12794,100.686566,154.293235,1.99305
2019,1,13,12,13,-5.9191,0.137335,88.5390965,157.98319,2.14705
2019,1,13,13,13,-6.0219,0.119365,78.709627,140.908145,1.67805
2019,1,13,14,13,-5.00565,0.10795,79.621158,145.8831,1.2045
2019,1,13,15,13,-4.9871,0.13441,72.7596895,135.513055,1.65175
2019,1,13,16,13,-5.3183,0.137895,46.213721,82.09950952,1.71805
2019,1,13,17,13,-6.1848,0.146005,4.47932215,10.316488,1.17585
2019,1,13,18,13,-6.69575,0.16767,0,0,1.63385
2019,1,13,19,13,-7.29925,0.18683,0,0,1.79125
2019,1,13,20,13,-7.998,0.17065,0,0,1.2482
2019,1,13,21,13,-8.90725,0.16047,0,0,1.78145
2019,1,13,22,13,-9.46145,0.155975,0,0,1.64645
2019,1,13,23,13,-9.77075,0.148195,0,0,1.72705
2019,1,14,0,14,-9.80155,0.149485,0,0,1.45555
2019,1,14,1,14,-9.7744,0.145705,0,0,1.7678
2019,1,14,2,14,-10.1955,0.15437,0,0,1.86515
2019,1,14,3,14,-10.259,0.15879,0,0,1.39565
2019,1,14,4,14,-10.2285,0.158525,0,0,1.54
2019,1,14,5,14,-10.1985,0.156905,0,0,1.8125
2019,1,14,6,14,-10.1605,0.157065,0,0,1.85665
2019,1,14,7,14,-10.02,0.15903,0,0,1.9052
2019,1,14,8,14,-10.0135,0.162905,0,0,2.08295
2019,1,14,9,14,-10.035,0.16459,1.1447049,1.252302652,2.47265
2019,1,14,10,14,-9.87165,0.1659,9.15532445,16.742358,2.4629
2019,1,14,11,14,-9.6122,0.164525,24.5572205,49.9112955,2.25705
2019,1,14,12,14,-9.15255,0.161975,46.991977,96.41173249,2.36955
2019,1,14,13,14,-8.7757,0.15082,59.3878835,119.1786675,3.0729
2019,1,14,14,14,-7.8216,0.13275,67.3377895,134.620105,2.8525
2019,1,14,15,14,-7.1787,0.111595,39.6316955,81.25354399,2.83495
2019,1,14,16,14,-6.5903,0.0950295,29.8031025,56.500481,3.29995
2019,1,14,17,14,-6.39385,0.0903625,4.26602845,7.453467,3.2985
2019,1,14,18,14,-6.19485,0.0899355,0,0,3.0693
2019,1,14,19,14,-5.77875,0.095697,0,0,2.6956
2019,1,14,20,14,-5.4451,0.0989375,0,0,3.09215
2019,1,14,21,14,-4.2548,0.074189,0,0,4.777
2019,1,14,22,14,-3.22745,0.0799625,0,0,7.2661
2019,1,14,23,14,-5.30125,0.16957,0,0,8.046775
2019,1,15,0,15,-8.0858,0.19561,0,0,8.45782
2019,1,15,1,15,-10.6305,0.265795,0,0,8.4231
2019,1,15,2,15,-12.7065,0.275275,0,0,8.38838
2019,1,15,3,15,-16.2015,0.25432,0,0,6.66675
2019,1,15,4,15,-19.096,0.226265,0,0,5.47405
2019,1,15,5,15,-20.7855,0.199255,0,0,4.9934
2019,1,15,6,15,-22.31,0.175775,0,0,3.76745
2019,1,15,7,15,-23.2525,0.16633,0,0,3.53545
2019,1,15,8,15,-23.896,0.1572,0,0,3.5375
2019,1,15,9,15,-24.2415,0.155835,8.6081395,8.6211195,3.95345
2019,1,15,10,15,-24.15,0.16526,84.455587,113.4838525,3.52345
2019,1,15,11,15,-23.371,0.18322,179.3434,286.266505,2.3195
2019,1,15,12,15,-21.964,0.213905,241.61021,390.88666,1.62115
2019,1,15,13,15,-20.83,0.24122,261.69202,415.72681,1.75405
2019,1,15,14,15,-20.199,0.25334,240.25883,377.806965,1.87285
2019,1,15,15,15,-19.4635,0.261865,149.540645,258.222115,1.43225
2019,1,15,16,15,-18.8405,0.27157,70.2869535,126.1507685,0.64407
2019,1,15,17,15,-19.552,0.236705,8.233131,21.14102105,1.00004
2019,1,15,18,15,-20.3895,0.20892,0,0,1.0685
2019,1,15,19,15,-21.0715,0.170935,0,0,1.87565
2019,1,15,20,15,-22.3065,0.156135,0,0,2.76385
2019,1,15,21,15,-23.782,0.143675,0,0,1.78565
2019,1,15,22,15,-24.3655,0.14034,0,0,1.5001
2019,1,15,23,15,-24.6135,0.138915,0,0,1.7168
2019,1,16,0,16,-25.06,0.138245,0,0,1.158125
2019,1,16,1,16,-25.036,0.137595,0,0,0.971225
2019,1,16,2,16,-24.9145,0.141425,0,0,0.6867
2019,1,16,3,16,-24.8095,0.14312,0,0,2.236
2019,1,16,4,16,-25.074,0.145095,0,0,4.67605
2019,1,16,5,16,-24.6695,0.142805,0,0,3.60915
2019,1,16,6,16,-24.359,0.145065,0,0,1.44985
2019,1,16,7,16,-24.4415,0.14684,0,0,1.5227
2019,1,16,8,16,-24.151,0.149025,0,0,0.95876
2019,1,16,9,16,-23.5785,0.155185,5.8562065,8.612794999,0.71941
2019,1,16,10,16,-22.661,0.171775,61.3059875,96.79148402,0.43532
2019,1,16,11,16,-21.5,0.176255,146.527385,251.385335,0.431145
2019,1,16,12,16,-18.3585,0.221085,227.126785,391.795195,0.621415
2019,1,16,13,16,-18.125,0.21719,178.759685,326.185045,1.0612
2019,1,16,14,16,-18.047,0.22539,92.3520845,182.499905,1.33785
2019,1,16,15,16,-18.718,0.222825,75.823984,144.97476,1.7234
2019,1,16,16,16,-18.995,0.219845,38.379883,76.608615,1.3993
2019,1,16,17,16,-19.5575,0.2117,9.232382,19.78292065,1.9947
2019,1,16,18,16,-19.7765,0.197495,0,0,1.10955
2019,1,16,19,16,-19.8965,0.194245,0,0,2.2062
2019,1,16,20,16,-19.9955,0.199875,0,0,2.10175
2019,1,16,21,16,-20.1425,0.201655,0,0,2.16805
2019,1,16,22,16,-20.2725,0.198515,0,0,2.82905
2019,1,16,23,16,-20.5175,0.19182,0,0,3.928
2019,1,17,0,17,-20.707,0.193335,0,0,4.2808
2019,1,17,1,17,-21.261,0.215735,0,0,4.2463
2019,1,17,2,17,-22.587,0.186405,0,0,2.79105
2019,1,17,3,17,-23.5265,0.172705,0,0,3.02435
2019,1,17,4,17,-24.1535,0.18308,0,0,4.29015
2019,1,17,5,17,-24.886,0.19224,0,0,5.07055
2019,1,17,6,17,-25.6765,0.18104,0,0,5.8949
2019,1,17,7,17,-25.9495,0.166005,0,0,4.9314
2019,1,17,8,17,-26.2035,0.15875,0,0,5.23035
2019,1,17,9,17,-26.2535,0.161945,7.0472465,9.619896501,4.8628
2019,1,17,10,17,-25.691,0.198075,78.667905,124.152558,3.95675
2019,1,17,11,17,-25.5185,0.203855,177.366415,296.546745,4.53215
2019,1,17,12,17,-25.13,0.195525,250.46143,393.52943,4.7525
2019,1,17,13,17,-23.969,0.225925,281.421445,424.852115,4.9906
2019,1,17,14,17,-23.2735,0.255005,265.671455,396.2248,5.20175
2019,1,17,15,17,-22.4295,0.29602,194.18147,301.28749,4.2439
2019,1,17,16,17,-22.459,0.308695,106.0094835,150.955175,4.3795
2019,1,17,17,17,-23.39,0.26389,21.2333115,25.14391175,3.891
2019,1,17,18,17,-24.4675,0.219115,0,0,3.68305
2019,1,17,19,17,-25.355,0.19422,0,0,3.13075
2019,1,17,20,17,-26.3165,0.16349,0,0,2.50805
2019,1,17,21,17,-27.205,0.14121,0,0,2.1256
2019,1,17,22,17,-27.835,0.13148,0,0,2.73475
2019,1,17,23,17,-28.2255,0.13165,0,0,2.1321
2019,1,18,0,18,-28.76,0.1265,0,0,1.9889
2019,1,18,1,18,-29.031,0.123035,0,0,2.59305
2019,1,18,2,18,-29.14,0.121355,0,0,1.36326
2019,1,18,3,18,-29.625,0.112695,0,0,0.821945
2019,1,18,4,18,-29.842,0.10657,0,0,1.5515
2019,1,18,5,18,-29.8675,0.10682,0,0,2.22615
2019,1,18,6,18,-29.754,0.115455,0,0,1.30348
2019,1,18,7,18,-29.569,0.115675,0,0,2.27375
2019,1,18,8,18,-29.0605,0.12117,0,0,2.01165
2019,1,18,9,18,-29.2595,0.11207,9.411727,9.525235999,2.4355
2019,1,18,10,18,-28.0285,0.130655,78.719648,102.236471,2.09325
2019,1,18,11,18,-26.618,0.15361,174.36737,266.58947,1.55425
